code,korean_title,num_of_audience,key_review,score_male,score_female,scores_per_age,num_per_genders,num_per_ages
170860,기도의 막이 내릴 때,1,이 영화는 40대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,0,8,"[0.0, 0.0, 0.0, 8.0, 0.0]","[100, 24]","[0, 0, 0, 100, 0]"
192141,블러드샷,,,,,[],[],[]
168045,바이스,98,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.4,8.98,"[0.0, 8.52, 8.9, 8.85, 8.59]","[44, 56]","[0, 30, 40, 13, 17]"
182360,항거:유관순 이야기,1817,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.13,9.52,"[9.86, 9.51, 9.42, 9.08, 9.2]","[34, 66]","[5, 44, 22, 23, 7]"
96951,타짜: 원 아이드 잭,1503,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.7,6.98,"[7.86, 6.56, 6.8, 7.13, 7.28]","[65, 35]","[0, 42, 33, 18, 7]"
181381,천문: 하늘에 묻는다,1256,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.59,9.06,"[9.24, 8.78, 8.82, 8.83, 8.68]","[55, 45]","[1, 32, 32, 23, 12]"
179482,82년생 김지영,2199,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.66,9.31,"[9.69, 9.33, 8.96, 8.87, 8.72]","[28, 72]","[4, 45, 31, 15, 6]"
185838,히트맨,584,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.61,8.44,"[9.2, 8.18, 7.88, 7.61, 7.78]","[56, 44]","[2, 41, 35, 15, 7]"
178544,사자,1196,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.71,8.09,"[8.15, 7.57, 8.13, 8.05, 8.29]","[48, 52]","[4, 40, 28, 20, 8]"
196570,그레타 툰베리,4,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,0,9.5,"[0.0, 10.0, 0.0, 9.0, 0.0]","[100, 27]","[0, 50, 0, 50, 0]"
195590,프로젝트 파워,,,,,[],[],[]
155399,피어리스,,,,,[],[],[]
195417,워크 잇,,,,,[],[],[]
195982,아넬카: 문제적 저니맨,,,,,[],[],[]
180390,퍼펙트맨,457,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.54,8.45,"[8.1, 8.72, 8.45, 8.0, 8.71]","[54, 46]","[2, 43, 29, 18, 8]"
165828,머니,,,,,[],[],[]
178526,봉오동 전투,2580,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.79,9.35,"[9.56, 9.11, 8.99, 9.07, 8.92]","[51, 49]","[3, 38, 27, 22, 9]"
154029,행복 목욕탕,104,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.93,8.95,"[10.0, 8.73, 9.05, 8.92, 9.44]","[41, 59]","[1, 43, 36, 12, 9]"
189000,나이브스 아웃,587,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.94,8.94,"[8.81, 9.05, 9.01, 8.81, 8.35]","[50, 50]","[4, 46, 29, 12, 9]"
181703,그루지 2020,,,,,[],[],[]
76960,나쁜 녀석들 : 포에버,269,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.52,8.7,"[0.0, 8.57, 8.66, 8.79, 7.79]","[69, 31]","[0, 33, 38, 20, 9]"
196380,스피드 큐브의 천재들,,,,,[],[],[]
193686,정도,,,,,[],[],[]
184520,키싱 부스 2,,,,,[],[],[]
194884,너의 시선이 머무는 곳에,,,,,[],[],[]
186614,다운튼 애비,,,,,[],[],[]
107072,밀프,,,,,[],[],[]
195431,위험한 만남,,,,,[],[],[]
92001,플레이어스,,,,,[],[],[]
193173,올드 가드,,,,,[],[],[]
186613,작은 아씨들,551,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.14,9.13,"[9.26, 9.27, 8.95, 8.94, 9.09]","[33, 67]","[5, 49, 23, 15, 9]"
102802,데스페라도,,,,,[],[],[]
172789,리오,,,,,[],[],[]
212271,퍼킷 리스트,,,,,[],[],[]
192480,유로비전 송 콘테스트 - 파이어 사가 스토리,,,,,[],[],[]
74902,누군가 내게 키스했다,,,,,[],[],[]
187349,쥬만지: 넥스트 레벨,367,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.22,7.41,"[8.0, 8.0, 7.65, 7.76, 8.13]","[56, 44]","[3, 35, 24, 28, 11]"
188057,와스프 네트워크,,,,,[],[],[]
195092,사라진 탄환,,,,,[],[],[]
183110,예스터데이,230,이 영화는 30대 여성이 좋아하는 OST가 뛰어난 영화입니다.,8.41,7.51,"[4.83, 7.82, 8.29, 8.82, 7.52]","[58, 42]","[3, 42, 27, 19, 9]"
179719,윌리,,,,,[],[],[]
186611,미녀 삼총사 3,,,,,[],[],[]
194321,울고 싶은 나는 고양이 가면을 쓴다,,,,,[],[],[]
209442,비기 : 할 말이 있어,,,,,[],[],[]
85578,7년의 밤,436,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.04,5.98,"[3.3, 6.08, 5.79, 6.34, 6.71]","[49, 51]","[2, 48, 28, 15, 6]"
174807,배반의 장미,114,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.34,7.75,"[10.0, 7.85, 8.1, 8.0, 7.88]","[41, 59]","[1, 40, 45, 7, 7]"
175365,빅샤크: 매직체인지,151,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,7.45,7.66,"[0.0, 8.33, 7.52, 7.74, 0.0]","[19, 81]","[0, 8, 74, 18, 0]"
177975,양아치 느와르,1,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9,0,"[0.0, 0.0, 0.0, 9.0, 0.0]","[100, 25]","[0, 0, 0, 100, 0]"
154986,아기와 나,7,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9,7.25,"[0.0, 9.0, 6.67, 0.0, 0.0]","[43, 57]","[0, 57, 43, 0, 0]"
202670,어 캅 무비,,,,,[],[],[]
189961,무협: 절대비기의 비밀,,,,,[],[],[]
193833,적선인: 흑마살수,,,,,[],[],[]
192486,적인걸7 - 무두장군,,,,,[],[],[]
201657,내가 사랑했던 모든 남자들에게: 언제나 그리고 영원히,,,,,[],[],[]
202535,레드 닷,,,,,[],[],[]
177510,암전,50,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,5,5.17,"[5.0, 5.39, 5.25, 4.0, 2.33]","[64, 36]","[10, 62, 16, 6, 6]"
190447,고양이 집사,8,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,10,10,"[0.0, 10.0, 10.0, 10.0, 0.0]","[50, 50]","[0, 12, 62, 25, 0]"
203213,오 마이 파더! ,,,,,[],[],[]
181046,창간호,10,이 영화는 10대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8,9.25,"[10.0, 9.33, 7.0, 0.0, 0.0]","[20, 80]","[20, 60, 20, 0, 0]"
159070,자전차왕 엄복동,178,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.86,7.07,"[7.0, 7.44, 7.4, 7.16, 7.86]","[47, 53]","[1, 31, 22, 25, 20]"
168508,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,,,,,[],[],[]
174294,성혜의 나라,11,"이 영화는 40대 남성이 좋아하는 스토리, 연기가 뛰어난 영화입니다.",9,7.75,"[0.0, 7.83, 10.0, 10.0, 8.5]","[64, 36]","[0, 55, 9, 18, 18]"
164104,피의 연대기,137,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,9.23,9.64,"[9.62, 9.69, 9.34, 9.75, 8.0]","[16, 84]","[6, 63, 28, 3, 1]"
198774,"마 레이니, 그녀가 블루스",,,,,[],[],[]
181541,다이노 어드벤처: 육해공 킬러 엘리트,,,,,[],[],[]
63850,눈물이 주룩주룩,,,,,[],[],[]
189537,#살아있다,972,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.71,7.5,"[5.36, 6.72, 7.2, 7.33, 8.18]","[61, 39]","[4, 40, 35, 14, 7]"
197339,프릭스: 원 오브 어스,,,,,[],[],[]
177374,증인,2480,이 영화는 40대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.21,9.12,"[9.28, 9.15, 9.11, 9.16, 9.21]","[41, 59]","[5, 40, 23, 22, 11]"
169078,기묘한 가족,264,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.25,7.58,"[9.0, 7.7, 7.03, 7.05, 7.5]","[38, 62]","[4, 43, 26, 17, 10]"
172795,마,,,,,[],[],[]
181971,더 라스트 블랙 맨 인 샌프란시스코,,,,,[],[],[]
186821,정직한 후보,362,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.22,8.53,"[9.86, 8.49, 8.15, 8.42, 8.36]","[47, 53]","[2, 43, 31, 14, 10]"
182355,분노의 질주: 홉스&amp;쇼,2104,이 영화는 30대 여성이 좋아하는 연출이 뛰어난 영화입니다.,8.78,8.92,"[8.77, 8.94, 8.89, 8.6, 8.6]","[62, 38]","[2, 42, 30, 19, 6]"
182017,굿 보이즈,,,,,[],[],[]
185340,호신술의 모든 것,,,,,[],[],[]
194802,Da 5 블러드,,,,,[],[],[]
194803,라스트 데이스 오브 아메리칸 크라임,,,,,[],[],[]
191002,아임 노 롱거 히어,,,,,[],[],[]
193856,러브버드,,,,,[],[],[]
190720,젠틀맨,62,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.56,9.32,"[0.0, 9.04, 8.83, 7.8, 8.5]","[69, 31]","[0, 40, 39, 8, 13]"
194318,넌 실수였어,,,,,[],[],[]
193488,반쪽의 이야기,,,,,[],[],[]
194726,리치 인 러브,,,,,[],[],[]
192481,익스트랙션,,,,,[],[],[]
174808,사냥의 시간,,,,,[],[],[]
192027,블랙 앤 블루,,,,,[],[],[]
193921,윌러비 가족,,,,,[],[],[]
176306,남산의 부장들,2052,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.46,8.46,"[8.65, 8.6, 8.47, 8.22, 8.38]","[66, 34]","[1, 33, 40, 18, 8]"
74407,좀비랜드: 더블 탭,96,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,8.59,7.9,"[9.4, 8.61, 7.92, 8.5, 8.0]","[79, 21]","[5, 61, 25, 4, 4]"
191918,세르지우,,,,,[],[],[]
181695,리틀,,,,,[],[],[]
189712,코드 8,1,이 영화는 40대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,5,0,"[0.0, 0.0, 5.0, 0.0, 0.0]","[100, 22]","[0, 0, 100, 0, 0]"
193828,타이거테일,,,,,[],[],[]
12781,메인 이벤트,,,,,[],[],[]
190806,스쿨 라이프,,,,,[],[],[]
193827,러브 웨딩 리피트,,,,,[],[],[]
193079,솔 레반테,,,,,[],[],[]
199586,365일,,,,,[],[],[]
177509,미스터 주: 사라진 VIP,231,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.1,7.04,"[8.0, 7.3, 7.92, 7.67, 7.56]","[56, 44]","[1, 27, 28, 32, 11]"
127858,추억의 마니,160,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.89,8.63,"[9.33, 8.76, 8.64, 8.54, 0.0]","[33, 67]","[4, 54, 26, 16, 0]"
24008,귀를 기울이면,,,,,[],[],[]
39640,하울의 움직이는 성,541,이 영화는 10대 여성이 좋아하는 OST가 뛰어난 영화입니다.,9.31,9.37,"[9.66, 9.31, 9.22, 9.39, 9.09]","[31, 69]","[15, 45, 23, 14, 2]"
83410,코쿠리코 언덕에서,,,,,[],[],[]
193862,와인을 딸 시간,,,,,[],[],[]
191759,너를 정리하는 법,,,,,[],[],[]
35012,주윤발의 영기박인,,,,,[],[],[]
193124,얼터드 카본: 리슬리브,,,,,[],[],[]
183876,시동,1799,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.89,8.38,"[8.59, 8.65, 8.65, 8.77, 8.43]","[55, 45]","[2, 38, 31, 22, 7]"
191518,오버커머,,,,,[],[],[]
185131,김복동,169,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,9.69,9.89,"[9.71, 9.76, 9.91, 9.87, 10.0]","[29, 71]","[4, 41, 27, 23, 4]"
171540,야생마와 죄수,,,,,[],[],[]
191916,로스트 걸스,,,,,[],[],[]
172113,이별의 아침에 약속의 꽃을 장식하자,82,이 영화는 20대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.85,9.43,"[9.0, 9.13, 9.18, 9.0, 9.0]","[57, 43]","[11, 57, 13, 15, 4]"
175318,너의 췌장을 먹고 싶어,132,이 영화는 10대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.34,8.81,"[9.25, 8.31, 8.05, 8.75, 9.25]","[67, 33]","[15, 54, 16, 12, 3]"
192361,7번방의 기적,,,,,[],[],[]
140648,사비,,,,,[],[],[]
191686,스펜서 컨피덴셜,,,,,[],[],[]
30775,옥토버 스카이,,,,,[],[],[]
146534,자백,746,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.55,9.65,"[9.73, 9.54, 9.68, 9.58, 9.52]","[50, 50]","[1, 29, 32, 26, 11]"
165022,호텔 뭄바이,126,이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,8.94,9.27,"[10.0, 9.21, 9.06, 8.75, 9.11]","[56, 44]","[1, 41, 28, 16, 14]"
154419,레이디 맥베스,135,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.74,7.99,"[10.0, 7.87, 7.98, 8.0, 7.7]","[29, 71]","[1, 52, 30, 10, 7]"
34090,이웃집 야마다군,,,,,[],[],[]
193864,"눈부신 세상 끝에서, 너와 나",,,,,[],[],[]
191923,마지막 게임,,,,,[],[],[]
182387,윤희에게,505,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.75,9.39,"[9.65, 9.4, 9.07, 8.58, 8.26]","[25, 75]","[6, 58, 25, 6, 5]"
189053,블랙머니,860,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.63,8.89,"[9.7, 8.73, 8.82, 8.72, 8.51]","[55, 45]","[1, 48, 28, 15, 8]"
190026,숀더쉽 더 무비: 꼬마 외계인 룰라!,32,이 영화는 40대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,10,9.64,"[8.0, 9.93, 9.45, 10.0, 10.0]","[22, 78]","[3, 44, 34, 9, 9]"
187318,드래곤 퀘스트 유어 스토리,,,,,[],[],[]
191641,내가 사랑했던 모든 남자들에게: P.S. 여전히 널 사랑해,,,,,[],[],[]
191913,호스 걸,,,,,[],[],[]
182046,레이트 나이트,,,,,[],[],[]
173653,"그날, 바다",1554,이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,9.79,9.84,"[9.6, 9.84, 9.83, 9.81, 9.76]","[46, 54]","[1, 27, 34, 29, 9]"
179430,모어 댄 블루,25,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.17,7.69,"[7.0, 7.94, 9.0, 8.0, 0.0]","[48, 52]","[16, 68, 12, 4, 0]"
132946,4등,115,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,8.93,8.59,"[10.0, 8.6, 8.82, 8.61, 9.67]","[36, 64]","[1, 43, 33, 20, 3]"
19302,붉은 돼지,,,,,[],[],[]
130267,다시..올래,2,이 영화는 30대 여성이 좋아하는 영화입니다.,10,0,"[0.0, 0.0, 10.0, 10.0, 0.0]",[100],"[0, 0, 50, 50, 0]"
57412,게드전기 - 어스시의 전설,,,,,[],[],[]
103774,마녀 배달부 키키,,,,,[],[],[]
18782,천공의 성 라퓨타,,,,,[],[],[]
189112,언컷 젬스,,,,,[],[],[]
191932,미스 아메리카나,,,,,[],[],[]
164172,내안의 그놈,1716,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.7,8.81,"[9.14, 8.84, 8.7, 8.49, 8.63]","[42, 58]","[6, 52, 21, 16, 6]"
180381,장난스런 키스,497,이 영화는 10대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.42,8.58,"[9.08, 8.36, 8.19, 8.65, 9.36]","[23, 77]","[19, 54, 11, 14, 2]"
188761,"아호, 나의 아들",,,,,[],[],[]
170475,에어플레인 모드,,,,,[],[],[]
193863,폴 프롬 그레이스,,,,,[],[],[]
189971,니 노 쿠니,,,,,[],[],[]
182205,가장 보통의 연애,1294,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.61,8.48,"[8.93, 8.54, 8.64, 8.4, 8.03]","[46, 54]","[2, 49, 31, 13, 5]"
175404,두번할까요,94,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.39,7.91,"[0.0, 7.52, 7.81, 5.36, 5.83]","[44, 56]","[0, 53, 29, 12, 6]"
168725,귀신 이야기,,,,,[],[],[]
190597,"핫 기믹: 소녀, 소년을 만나다",,,,,[],[],[]
180374,마이펫의 이중생활2,839,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,9.09,8.96,"[9.71, 9.06, 9.01, 8.93, 8.71]","[24, 76]","[2, 17, 44, 35, 3]"
177381,펭귄 하이웨이,67,이 영화는 20대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,8.26,6.24,"[8.8, 6.74, 7.26, 7.69, 0.0]","[51, 49]","[7, 40, 28, 24, 0]"
171515,스위트하트,,,,,[],[],[]
174797,판소리 복서,138,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,9.09,9.32,"[0.0, 9.16, 9.3, 8.96, 9.47]","[50, 50]","[0, 42, 29, 17, 12]"
189111,두 교황,131,이 영화는 40대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.26,9.36,"[0.0, 8.95, 9.31, 9.46, 9.47]","[41, 59]","[0, 17, 37, 21, 24]"
49230,허니와 클로버 - 시리즈,,,,,[],[],[]
198564,사라져버린,,,,,[],[],[]
189049,6 언더그라운드,,,,,[],[],[]
182014,미드소마,257,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,7.61,7.7,"[6.25, 7.59, 7.94, 7.75, 7.25]","[44, 56]","[2, 66, 25, 6, 2]"
188056,결혼 이야기,168,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.79,8.99,"[9.0, 9.04, 8.87, 8.78, 8.56]","[38, 62]","[1, 42, 41, 11, 5]"
175316,"힘을 내요, 미스터 리",592,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.34,8.37,"[8.08, 8.38, 8.55, 8.11, 8.42]","[45, 55]","[2, 34, 32, 26, 6]"
164968,노 게임 노 라이프 -제로-,1,이 영화는 10대 남성이 좋아하는 연출이 뛰어난 영화입니다.,8,0,"[0.0, 8.0, 0.0, 0.0, 0.0]","[100, 25]","[0, 100, 0, 0, 0]"
164155,벽 속에 숨은 마법시계,248,이 영화는 20대 여성이 좋아하는 영상미가 뛰어난 영화입니다.,7.95,7.83,"[7.3, 7.41, 8.0, 8.64, 7.31]","[38, 62]","[4, 37, 29, 25, 5]"
201288,신데렐라의 크리스마스,,,,,[],[],[]
187828,쇼 브라더스의 쿵푸 신드롬,,,,,[],[],[]
185272,애틀란틱스,,,,,[],[],[]
172458,첫키스만 50번째,,,,,[],[],[]
157052,칼루시,,,,,[],[],[]
154298,아이리시맨,264,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.89,8.63,"[7.0, 9.15, 8.51, 8.81, 8.61]","[80, 20]","[0, 44, 31, 12, 12]"
142266,그대 이름은 장미,79,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,7.28,7.89,"[10.0, 7.79, 6.77, 7.65, 7.58]","[41, 59]","[4, 43, 16, 22, 15]"
206634,가택연금,,,,,[],[],[]
189670,지진새,,,,,[],[],[]
191613,클라우스,,,,,[],[],[]
172392,체리 보이즈,,,,,[],[],[]
201959,실종: 사라진 사람들,,,,,[],[],[]
179158,유열의 음악앨범,794,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.74,7.84,"[7.52, 7.59, 7.84, 8.09, 8.23]","[38, 62]","[4, 41, 30, 18, 8]"
187526,더 킹: 헨리 5세,81,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.88,8.73,"[10.0, 8.36, 8.41, 8.22, 8.6]","[40, 60]","[1, 31, 33, 22, 12]"
192608,범죄도시2,,,,,[],[],[]
184915,풀 메탈 패닉 보이 밋 걸,,,,,[],[],[]
188990,내 이름은 돌러마이트,,,,,[],[],[]
142699,원라인,923,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.67,8.69,"[8.83, 8.66, 8.55, 8.77, 9.08]","[50, 50]","[4, 61, 20, 10, 5]"
104283,시험에 들지 말게 하옵시며,,,,,[],[],[]
179976,일라이,,,,,[],[],[]
182084,운즈,,,,,[],[],[]
188045,시크릿 세탁소,,,,,[],[],[]
196950,내가 누구인지 말해주오,,,,,[],[],[]
190004,브레이킹 배드 무비: 엘 카미노,,,,,[],[],[]
203220,사랑 없는 숲,,,,,[],[],[]
192611,프랙처드,,,,,[],[],[]
174301,카메라를 멈추면 안 돼!,663,이 영화는 20대 남성이 좋아하는 연출이 뛰어난 영화입니다.,9.16,8.97,"[9.15, 9.17, 9.0, 8.87, 8.59]","[49, 51]","[2, 50, 36, 10, 3]"
189337,높은 풀 속에서,,,,,[],[],[]
150637,남한산성,4802,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.21,8.12,"[7.83, 8.21, 8.09, 8.13, 8.35]","[56, 44]","[3, 42, 26, 21, 9]"
140696,희생부활자,355,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,6.74,6.49,"[6.15, 6.52, 7.07, 6.29, 7.0]","[49, 51]","[6, 54, 23, 14, 3]"
181912,파이브 피트,123,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,9.23,8.9,"[8.93, 9.33, 9.21, 7.27, 8.44]","[32, 68]","[12, 52, 20, 9, 7]"
168086,원더랜드,57,이 영화는 30대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,8.58,8.51,"[0.0, 7.0, 8.45, 8.75, 0.0]","[21, 79]","[0, 4, 54, 42, 0]"
179975,왓 맨 원트,,,,,[],[],[]
168044,나이트 스쿨,,,,,[],[],[]
99470,버더: 더 센트럴 파크 이펙트,,,,,[],[],[]
171750,여곡성,7,이 영화는 40대 남성이 좋아하는 연기가 뛰어난 영화입니다.,5.67,1,"[1.0, 3.67, 6.0, 8.5, 0.0]","[86, 14]","[14, 43, 14, 29, 0]"
167374,뷰티풀 데이즈,25,이 영화는 30대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.2,8.33,"[7.0, 8.17, 8.44, 8.0, 9.0]","[40, 60]","[4, 48, 36, 4, 8]"
192483,비트윈 투 펀스: 투어 스페셜,,,,,[],[],[]
169241,상해보루,,,,,[],[],[]
192482,톨 걸,,,,,[],[],[]
86137,붉은 바캉스 검은 웨딩,,,,,[],[],[]
162173,노무현입니다,3295,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.4,9.56,"[9.42, 9.47, 9.55, 9.47, 9.37]","[43, 57]","[2, 35, 33, 23, 7]"
146506,군함도,9106,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,7.36,7.35,"[7.36, 7.13, 7.31, 7.66, 7.77]","[46, 54]","[4, 40, 26, 22, 7]"
121303,빅터 영 페레즈,1,"이 영화는 40대 남성이 좋아하는 스토리, 연기가 뛰어난 영화입니다.",9,0,"[0.0, 9.0, 0.0, 0.0, 0.0]","[100, 0]","[0, 100, 0, 0, 0]"
137008,리얼,651,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,4.3,4.57,"[4.58, 4.3, 4.31, 5.02, 4.54]","[49, 51]","[5, 51, 25, 14, 6]"
154112,불한당: 나쁜 놈들의 세상,1071,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,7.82,8.47,"[8.74, 8.41, 7.87, 7.66, 7.49]","[50, 50]","[3, 55, 25, 12, 5]"
134895,봉이 김선달,2693,이 영화는 10대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.1,8.36,"[8.86, 8.3, 8.04, 8.24, 8.34]","[40, 60]","[5, 44, 23, 22, 6]"
144280,임금님의 사건수첩,2547,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.03,8.07,"[8.4, 8.03, 7.87, 8.18, 8.3]","[41, 59]","[3, 43, 25, 23, 6]"
146469,택시운전사,18925,이 영화는 20대 여성이 좋아하는 스토리가 뛰어난 영화입니다.,9.21,9.34,"[9.59, 9.35, 9.2, 9.18, 9.16]","[46, 54]","[4, 45, 26, 19, 6]"
127382,조작된 도시,3974,이 영화는 20대 여성이 좋아하는 연출이 뛰어난 영화입니다.,8.36,8.76,"[8.49, 8.47, 8.57, 8.77, 8.78]","[49, 51]","[5, 50, 22, 19, 5]"
142384,공조,14089,이 영화는 20대 여성이 좋아하는 연기가 뛰어난 영화입니다.,8.77,8.89,"[9.29, 8.88, 8.67, 8.83, 8.92]","[46, 54]","[3, 43, 25, 22, 7]"
146530,장기왕: 가락시장 레볼루션,24,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.43,9.24,"[0.0, 9.45, 8.82, 7.0, 8.0]","[29, 71]","[0, 46, 46, 4, 4]"
142459,은하비디오,,,,,[],[],[]
143473,아빠는 딸,1065,이 영화는 20대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.66,8.47,"[9.22, 8.58, 8.29, 8.64, 8.46]","[50, 50]","[5, 64, 18, 11, 3]"
142304,뚜르: 내 생애 최고의 49일,103,이 영화는 30대 남성이 좋아하는 스토리가 뛰어난 영화입니다.,9.46,9.55,"[0.0, 9.7, 9.57, 9.05, 9.3]","[57, 43]","[0, 36, 36, 18, 10]"
175040,수영장으로 간 남자들,33,"이 영화는 30대 남성이 좋아하는 스토리, 연출이 뛰어난 영화입니다.",9.25,8.95,"[9.0, 8.8, 9.18, 10.0, 9.0]","[36, 64]","[3, 30, 52, 3, 12]"
13895,백 투 스쿨,,,,,[],[],[]
174627,헬 페스트,4,이 영화는 30대 남성이 좋아하는 영상미가 뛰어난 영화입니다.,10,5.33,"[0.0, 6.0, 8.0, 6.0, 0.0]","[25, 75]","[0, 50, 25, 25, 0]"
144266,후드,332,이 영화는 30대 남성이 좋아하는 연출이 뛰어난 영화입니다.,7.92,8.34,"[8.71, 8.11, 8.06, 8.05, 8.04]","[60, 40]","[2, 45, 27, 17, 8]"
172805,인스턴트 패밀리,,,,,[],[],[]
194730,섹스튜플리츠,,,,,[],[],[]
193601,불굴의 보디빌더 - 칼럼 본 모거,,,,,[],[],[]
154270,몰리스 게임,24,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.29,8.8,"[9.0, 8.0, 8.5, 10.0, 8.33]","[58, 42]","[8, 42, 25, 12, 12]"
187336,아더후드,,,,,[],[],[]
168013,쏘리 투 보더 유,,,,,[],[],[]
168042,오버로드,,,,,[],[],[]
149059,세일즈맨,45,이 영화는 30대 남성이 좋아하는 연기가 뛰어난 영화입니다.,8.15,8.79,"[10.0, 8.25, 8.6, 8.29, 8.5]","[58, 42]","[2, 44, 33, 16, 4]"
