old_index,title,release_date,series_or_movies,genre_list,drama,comedy,action,thriller,romance,crime,adventure,animation,fantasy,family,sci-fi,mystery,horror,documentary,biography,history,music,short,sport,war,musical,reality-tv,western,game-show,talk-show,img_link,imdb_votes
14331,Inception,2010-07-16,Movie,"['액션', '모험', 'SF', '스릴러']",0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYDAY7Malaj4klMEjUvy1YC7O6JXaUodaDIW2xyYs_huUch4quAuREHvGe6VlIj6o1K3THeI7eKXlBDuS6a-JZH7sw.jpg?r=d87,2072912
14633,Shutter Island,2010-02-19,Movie,"['미스터리', '스릴러']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSGqtG3E7xXSvF7TMN6gzYTA-ygo9utELjEnaHAm_-5csdbRyj9cGZqVd8-ZYTuwAuWyuUuq3agPj-pYrV9RjDAyPQ.jpg?r=850,1137284
14086,Memento,2001-05-25,Movie,"['미스터리', '스릴러']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXg2UWKRwv3lIMRU4fBLsu3TFRshTBCCUS_c-rWUIkREvzKUpbVsXtIuJWDtykz6IcyhOhsj9JltB8qfuOaTrFUkyg.jpg?r=4ce,1127675
14741,Back to the Future,1985-07-03,Movie,"['모험', '코미디', 'SF']",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-1348-1347.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX8AN_0v-MMCns2Mg6EybmvhBXp-XQuC064tHHvwYM2mAW8I4NRFEL1XHKnXH1noz3pWDAajwxEIIY3n9suHnFJlXw.jpg?r=db2,1061275
10884,Deadpool,2016-02-12,Movie,"['액션', '모험', '코미디', 'SF']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU7hrzylZeNWL1ZmlP8NCdV3Gvx2EGo9E4trhveMEAlsTw43Nd7zD_N8UAlNWu4uOaxramtQ035QNmGpLsJJ3-QUXA.jpg?r=b21,904840
11183,Stranger Things,2016-07-15,Series,"['드라마', '판타지', '공포', '미스터리', 'SF', '스릴러']",1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTL65qyo8vAVdBubGEaZO30gWLpk__rJa7dph61nnnfga7WNoKBixHuV7SEU6-XP9rh-NnCMd6z35UntYvOfE0Biw9GiO3p7NO6x0h_XRD5KawPqcD-ol4_GyfU.jpg?r=594,827162
14136,The Pianist,2003-03-28,Movie,"['전기', '드라마', '음악', '전쟁']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQPnnhThPWr_u19ajFlcYkYA3CXs7rzNkhZY53-6449ewtY1liJ0XxIUjEf5Gw6c43gpRXAUm00LbKc10WSmSMEBiw.jpg?r=91c,733787
12381,The Imitation Game,2014-12-25,Movie,"['전기', '드라마', '스릴러', '전쟁']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaGlgKMAFK_dElr4Nmr5rqCjMmD5KRdQqa5gPR7xFlBXxoJ0wKvMLIkhtHTAi1yA704mlzCdpv6qQbzLcjlPVt_4kA.jpg?r=74b,686497
14277,The Social Network,2010-10-01,Movie,"['전기', '드라마']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX5C0Txb7xW0IIiGayKFAAh4AcrBlHGRswHFvFTfJOvVOFHWDyhbXP5O4jr7tl15PmFIeRW3dGXaap3fNap7kj8XUQ.jpg?r=a68,626530
5450,"Its Okay, Buddy",2017-09-08,Movie,['공포'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRRuumKZ-pKbX3CgRpu7lgLpfB6rM3QRpYpryp_Z7ut2td2Xlb_Gfu5iVgUsl-k6kmoTxGAdq6lv-R3oYw3BMn-3Bw.jpg?r=f53,460854
2127,Its Okay to Not Be Okay,2017-09-08,Series,['공포'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUuMiarnTKtOMIJwhV9tLaIbldJXQ8QnwAUJWQo_XMncXAQmj1F-zBVwilsBn-OHa-ZRlPK3R6aso8PTpoDUQtVQZBCpb-RwWf3WX9_uZFGKzy3jPniK5NEBrco49QKdQ797ix9TmcIs6Utb78StWWmPX1QVubQEghXJExM.jpg?r=3f2,460854
7210,Split,2017-01-20,Movie,"['공포', '스릴러']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABewm3Qhn-vYzYBt-8ABH-iSW7_Vco--HpUWlVPhxx9DE17u9MUFtPCyX7FDBHVcrMg1M3zZ9qa8kEOKgbvpgnsl2gg.jpg?r=381,428760
14432,The Da Vinci Code,2006-05-19,Movie,"['미스터리', '스릴러']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABT3pOAMejvMmur7ikoBcSKWkqhDuzMBEFFtcjb8VqQo0YPSnpnil5Q1jWzC04LQJ7m00-H58ikS08Lx8vnx74MKwyg.jpg?r=b5c,402079
14724,The Cabin in the Woods,2012-04-13,Movie,['공포'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaDGRShc_FvFXejNGLtBmW1bdp8Y6O4LAIGgCqheVX7TxANjheFA23MJ-Ko71-vj0cm0oSllkq9nhAw82W3ehxPgQw.jpg?r=33e,377507
14381,The Exorcist,1973-12-26,Movie,['공포'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYRGH_kzHM5pBs86D8V2gI-hsZCCKtgHkvo7OY1exrbq2l1ztmw2bz3SqTD1RzG3GE0-9ZUvfMGQOg-U7RJ5SeZRnw.jpg?r=7c3,363241
6503,Bird Box,2018-12-21,Movie,"['공포', 'SF']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQM9lo3EhRr6ZQot8a6X9ne3UCI5aNHKhxLyIImqy2xXgWOIyQdm0uqx8Fzw1o3t1ZWure-uyVdCbb6XJ2Bihc1GQYcqeb3FIvK1oMOYQZU7gQ2EbLQYgdFGArA.jpg?r=e69,280672
14522,Angels and Demons,2009-05-15,Movie,"['액션', '미스터리', '스릴러']",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUdFf8V7F4Qg_Bs_1JO88lzdKVAf86TLVIs52CUcCNYjKojNDVBraRKg5zcwlGZbrr3sAuesvxltCUWA5bXM-wG52A.jpg?r=d7e,274847
10301,Tiger,2001-01-12,Movie,"['액션', '모험', '판타지', '로맨스']",0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa2dXsABWqNKht7FFOeEzYC9dxfwiAHVB6UFZEGo0x3yb6UKPkqu2cDLNyByYH66dpgh6zntM85lfk-iGHuP0PuXkA.jpg?r=827,253700
13545,2 Fast 2 Furious,2003-06-06,Movie,"['액션', '범죄', '스릴러']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcPADEjySdmCNxJrnX6owPs92K-0NGAtcYnmtpNLqNsQTXglXWyTSo9MDTxUKFAYoEILjhAM0gNbxzanxRGjCoCc5g.jpg?r=ae6,251726
15389,Avatar  The Last Airbender,2005-02-21,Series,"['애니메이션', '액션', '모험', '가족', '판타지', '미스터리']",0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfckM6bte1VR0xi8Vrzogt5sKG8_zr6b3MKl3MZo0tss5Tpc95pzopVin3zLtV1qXJnGs-5jeaZynTaMQYQearKlQw.jpg?r=fdc,248384
14800,The Fast and the Furious  Tokyo Drift,2006-06-16,Movie,"['액션', '범죄', '스릴러']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABe5uv9llH5Gs8pFvSjXG8FBeyz_RDN33tqjnMCRurpXwmx9D4AzoEmUbGieH-7V6VKN1OLjqjoY9jOVLQ3BdSgc8Cw.jpg?r=c1c,242988
14362,Grease,1978-06-16,Movie,"['음악al', '로맨스']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUKrjb4yctnWsTdjZtPSn7lY_HbbfoFtgyggR7uGRa5jIEwEWuFZaSXPie_ewDjNb4FJsgZV3ZrbQzkkKH8bp4GIFQ.jpg?r=345,242803
11863,Halloween,1978-10-27,Movie,"['공포', '스릴러']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,http://art-2.nflximg.net/f10ae/560efb5f014f1d9880edfc48d28d2f9be8df10ae.jpg,233570
13505,The Boondock Saints,2000-01-21,Movie,"['액션', '범죄', '스릴러']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-3451-3446.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABf7ZqsN8MlsGkBTIDosuCoj7oYN3E74V9ybibqZyfRCj16ovdv_IAU2JRXSZ8RKuoZNT68AbZSrCWbYB0SuIJy4qDDpSvhs.jpg?r=943,227445
10173,conjuring 2,2016-06-10,Movie,"['공포', '미스터리', '스릴러']",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXS_9KO7IbGe282ZGDYDPzS4g0-AbpFQgTGDup3Z73akayka_NhjyHDipgmtXDUhYsm0_KP6TgLKiCkVu7tb_qjC2g.jpg?r=f3e,226713
14849,The Tourist,2010-12-10,Movie,"['액션', '로맨스', '스릴러']",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfc8s4LF_g7vX9lEz5utsviw7chYY7jKeNhbWU2pC3zTLrN6RjrcbLy7nLZnueOXPZDLhufGykU47gJ4Po9eA5huRw.jpg?r=8f6,224988
8796,A Man in the Dark,2016-08-26,Movie,"['범죄', '공포', '스릴러']",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUu01ikV1P_miRhawF0UzVKoq-OqMgeraFdy2x56Opt4CiXwFBKBwHC0VVE123OddRX0gATjjVfI1v1z5-B1aC9Psg.jpg?r=fac,223676
1146,Paranormal,2009-10-16,Series,"['공포', '미스터리']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZSG_cSnxFC1ZAyEAY8TVZGyhQhF1-juNtAmKWYHl14vZKIpLVMlW0zZ3PSRMf-RqcouO5vJ-6WrJGoW8m0awa7Dr1NPUzLSGZPDypTHSVNSs3khfDQEC4okpmw.jpg?r=054,220740
2039,Rio,2011-04-15,Movie,"['애니메이션', '모험', '코미디', '범죄', '가족', '음악al']",0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQRlpMQhGF4kDsaidTH9-kHy_V4CoQkroyW4uqF3c8nksDOfsLofz9SIRoN_T37FXAaKe3gj_NQEEVxtDWNU67qZQg.jpg?r=5b4,206870
14979,Orphan,2009-07-24,Movie,"['공포', '미스터리', '스릴러']",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbhzjTh6yjQ57xEvlikMz8hEY9llfNV7SfizNzRZx43skCnAPB21-XND39NWpqA_Wq33jSG5XHVplUb27oXqV-sj8g.jpg?r=6b3,191913
8263,Alien vs. Predator,2004-08-13,Movie,"['액션', '모험', '공포', 'SF', '스릴러']",0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfXSutIwCvSCYx4DBwpM64WKoVa6g2l_aZoovrrS08oFaqmFvGoqGceIy0-b1BU7VhYdVjqfQKdE1EXyRIN6dknC9Q.jpg?r=17c,185073
10199,Train to Busan,2016-07-20,Movie,"['액션', '공포', '스릴러']",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2506-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbSVlJHZwnzFoouIJADr30oiR6ewL6iK8USK4Dcr_DdR9x8W6y0fl6f4f3ZwrRXsHhFHUSqWTUkyadwBBRmJG3RPhw.jpg?r=2ed,167271
15413,Blade  Trinity,2004-12-08,Movie,"['액션', '모험', '판타지', '공포', 'SF']",0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeEX4Ru54Rhl4wKZOUD6LBcWAYIx1SNJ5_uiXZE28IE7fwlLs7b_wlBbbPaVZ_rlKRQzrHaOnCSgsTiFveYXCYEd8g.jpg?r=ca6,166376
14010,Insidious Chapter 2,2013-09-13,Movie,"['공포', '미스터리', '스릴러']",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABanFoU62dYiUpxzPnIob0Ipog4qUCoaAycK67InTj8TvBsapLgkKsivtCb5N9c4lz0yBZ7w0-PBV58ivsttt_VIdKA.jpg?r=484,155606
14504,The Last Airbender,2010-07-01,Movie,"['액션', '모험', '가족', '판타지']",0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUJ7pt_ANs3KhLUQ4wzKnsUBmiCj90Gpp_4h6NiTzoQbbX--HeVvnlwXGqM9jo_DaAXZFMIWtTp03SntQRZrKvg-xA.jpg?r=0dd,152838
3811,Nausica  of the Valley of the Wind,1987-11-25,Movie,"['애니메이션', '모험', '판타지', 'SF']",0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTczZ5ng4MK4wXLXc-GW1v87AHbhgcvn2lCJGJT6mYhB0zT8LdeLeS_QevXVhXaNonHxr1ochHUdMEMmOD_7fgpiOQ.jpg?r=6f4,151542
5213,Predator 2,1990-11-21,Movie,"['액션', '공포', 'SF']",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQSNivoLaHJ4meVjMaY65nO8xQy1iL-nfMOSXt8rUeMJSFsnn5JHSlj7e2Zwhv2Siy7OTQdl1H0GjFq-Als9-in5kg.jpg?r=854,147027
13517,Underworld  Awakening,2012-01-20,Movie,"['액션', '판타지', '공포']",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABerQuP4mRWZ1k8dgv6xw8QB1JfWjN-IFjOIA7otm3sx7MRfuAs6zvtjlRX2XAtgnU33jv1BqEyCSBrXWQcTRIHSOHg.jpg?r=82e,146205
13681,Waynes World,1992-02-14,Movie,"['코미디', '음악']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRZLj3Ml6-P9s8RK3BLb__V00_U-4MKga_wPXZ7RjJgAWP1aO285_angzLLs1bT-AEVyziPl-VDFFd7O9mJRAJ3QZw.jpg?r=e23,144646
1826,The Grudge,2004-10-22,Movie,"['공포', '미스터리', '스릴러']",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-299-1007.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZ6yLdivFBuvKStny8E3I3VPV3Lhp_jr9LwnpuJtLiX8b2U08yfCa3dQSUbY1ianCO3YjXi6wRV_T3m3yle7avUzTg.jpg?r=3d7,138933
9644,Sing,2016-12-21,Movie,"['애니메이션', '코미디', '가족', '음악al']",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRn96NUyLDV6iew9wSLb6qcalceDmZ2XwppqPUaxZm9rMUw9i6qbhpZ2emycvL6vo3t2ZbEzz5U-MF1DpSJFrSWeVw.jpg?r=52e,134434
14589,Robots,2005-03-11,Movie,"['애니메이션', '모험', '코미디', '가족', 'SF']",0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://occ-1-2219-1361.1.nflxso.net/art/7def4/55edc6d45fed456b884b64cdd59e30beb697def4.jpg,133326
9181,The Lego Batman Movie,2017-02-10,Movie,"['애니메이션', '액션', '코미디', '가족']",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa7Y3UNw1DjuI8qYtrTaUWsRgXRlg9i-NFgiHh9s6npz4iZXfjqklfeH8i1WFSrMuiE4ytkRVsl8-S3nyqnSDEJ8qg.jpg?r=969,131509
14956,Matilda,1996-08-02,Movie,"['코미디', '가족', '판타지']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRJe-JnfCO4RZ8h17zOHz1o-89NF4HWu8VivJCLzddv6MAHjFl92_MiR5zHAKtPnDrSHqRRbeqsxTDsCw4lY-0CGzw.jpg?r=b80,130379
7061,The Dark Tower,2017-08-04,Movie,"['액션', '모험', '판타지', '공포', 'SF', '서부']",0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYtVej3_b_IjSI1SYVh_RzKzQuYHQHVQNy6UDRQgoKUHm5MJJ4QHmiAoCpRVcqbeN57bLh-RfgvLfrfWw6_dP05Jvg.jpg?r=746,128523
14039,Ponyo,2009-08-14,Movie,"['애니메이션', '모험', '코미디', '가족', '판타지']",0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXPWHyo0VidEtUYTN2aUH_OG6CFd7waSUE7TdzA35g8CchdAT_TvwquWP5ISm4b7nw-ReTtXx4W1m5rYr_ktJ0poGw.jpg?r=4d4,125910
14120,Eragon,2006-12-15,Movie,"['액션', '모험', '가족', '판타지']",0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXZEJrXRY3KeMGDr9XDjUVLTSlUQYWRUVbAPHVVJxm2JaKb1MjYdD8x8n3lbKNiQ6O3FVEg5FVaZuw2r76vXidQ3-w.jpg?r=573,122138
13739,Oculus,2014-04-11,Movie,"['공포', '미스터리']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTUPnLeVAymqwnqxOWqRf8kNE9buf0bhtBKOLr5sMERBWLdDSwCiJ8BP2YqAVW8GwiLjs_slCfqmlFiMUhe1OvmvAg.jpg?r=e43,117814
6694,Aliens vs. Predator 2,2007-12-25,Movie,"['액션', '모험', '판타지', '공포', 'SF', '스릴러']",0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-64-325.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc24FYMqLjICyNy_uDmyJi6BHGj6WRvNIBXdfhYa4MijYySP1nuCajW0bO_YIxcWux2m-E-F5oWixZWfPSawyIGn7w.jpg?r=080,116362
11664,House of Wax,2005-05-06,Movie,"['공포', '스릴러']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQRmUyRJ7tV7wYG3c4GAeUUeIbnULw_eK7N4PUsMs6QZ0r2FlPqP0wpNIByRTrUIyeILrHZqtBrZuJQsR1n-wuVTpQ.jpg?r=d41,115832
10265,One Punch Man,2015-10-05,Series,"['애니메이션', '액션', '코미디', '판타지', 'SF']",0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABStseB8vSUe-qmfkTHrsD-Xynol2g_eB9lPLf9NEU3SIaEzKkEXq1QIvZh0Yg9Z3HMRicbkDE7Po_oZlxk3eyT6NdA.jpg?r=4cc,115411
2144,Yesterday,2019-06-28,Movie,"['코미디', '판타지', '음악', '로맨스']",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSV8puIiBwfbi6FvarbhkOEr5m2WEoPNBsxGvElGtBjf1y_I9FtBYlQLFJSQZSKr_2RRaOwqXfemDN5YO-XDon4Vlw.jpg?r=aaa,115232
14767,Flushed Away,2006-11-03,Movie,"['애니메이션', '모험', '코미디', '가족', '판타지', '로맨스']",0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYqse6L564pNRuU6WAe3AtivldTCMuEPSNpKGYirxfagD5Pb5kJVR9BdPUCClMa-rceu5xsGC1o3lzMScjUvK6Jfew.jpg?r=461,113581
9290,The Boss Baby,2017-03-31,Movie,"['애니메이션', '모험', '코미디', '가족', '판타지']",0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTm6IT01W6wUhZpichUA2V5eAbHiai79wi6JW9srZEC777buC2yrtZeQLHVUjzNUbDRDYbnsb84c6_EqK0hOVyHqGg.jpg?r=3ad,109139
14498,Music and Lyrics,2007-02-14,Movie,"['코미디', '음악', '로맨스']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVztMdTDHWX4VhB19EZ87GMCuoJC1pYxV5uoWrY5Dx5OLrzE9lno17jhiKUL2yU_CxtTZTU_aVfZ1T2kS0Cczm4Y4A.jpg?r=917,97715
6016,"Love, Death and Robots",2019-03-15,Series,"['애니메이션', '단편', '코미디', '판타지', '공포', 'SF']",0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZSs_wR1dsMLek1W6ozbYGj7w1T96PgzpN8LMHgmcyhwxcZ2I1pRgjx6c7gSNb7_bdzMRij6IWtEOm452qDiG1Kaor_ppYG5-70T2Vof6U3Ys_1GSD3-SRgiXpo.jpg?r=07c,96660
