PID,성별,연령,직업,ott 주중 이용시간대,ott 주말 이용시간대
319902,여,38,주부,18:00~20:59,18:00~20:59
320001,여,64,서비스/판매직,21:00~23:59,12:00~14:59
320002,남,69,생산직,12:00~14:59,15:00~17:59
320902,여,31,사무직,18:00~20:59,12:00~14:59
321702,여,26,사무직,15:00~17:59,12:00~14:59
321902,남,55,사무직,21:00~23:59,18:00~20:59
322702,여,32,사무직,15:00~17:59,18:00~20:59
322901,여,29,서비스/판매직,21:00~23:59,21:00~23:59
322902,남,27,서비스/판매직,21:00~23:59,21:00~23:59
323201,여,20,서비스/판매직,18:00~20:59,18:00~20:59
323202,남,23,서비스/판매직,21:00~23:59,21:00~23:59
323302,남,28,서비스/판매직,이용하지 않음,24:00~5:59
323701,여,51,서비스/판매직,21:00~23:59,18:00~20:59
323702,남,21,학생,21:00~23:59,21:00~23:59
323802,여,58,주부,9:00~11:59,9:00~11:59
324102,여,39,주부,12:00~14:59,12:00~14:59
324201,여,30,사무직,이용하지 않음,12:00~14:59
324202,남,41,사무직,21:00~23:59,21:00~23:59
324301,여,35,사무직,이용하지 않음,24:00~5:59
324401,남,48,사무직,18:00~20:59,18:00~20:59
324501,남,38,서비스/판매직,이용하지 않음,18:00~20:59
324601,여,43,서비스/판매직,21:00~23:59,21:00~23:59
324701,남,33,사무직,12:00~14:59,12:00~14:59
324801,남,46,사무직,21:00~23:59,21:00~23:59
324902,남,63,생산직,15:00~17:59,15:00~17:59
326001,여,64,주부,15:00~17:59,15:00~17:59
326002,남,66,생산직,12:00~14:59,이용하지 않음
326401,남,36,사무직,18:00~20:59,9:00~11:59
326601,남,24,무직,12:00~14:59,12:00~14:59
326801,남,21,사무직,21:00~23:59,9:00~11:59
326901,여,25,사무직,21:00~23:59,9:00~11:59
327001,남,31,사무직,18:00~20:59,18:00~20:59
327101,남,26,사무직,18:00~20:59,21:00~23:59
327201,여,55,주부,15:00~17:59,이용하지 않음
327202,남,58,서비스/판매직,15:00~17:59,15:00~17:59
327301,남,33,사무직,18:00~20:59,15:00~17:59
327401,여,26,사무직,21:00~23:59,21:00~23:59
327501,여,44,주부,15:00~17:59,21:00~23:59
327701,남,48,생산직,21:00~23:59,21:00~23:59
327801,여,57,주부,15:00~17:59,15:00~17:59
327901,여,46,주부,9:00~11:59,9:00~11:59
327902,여,21,사무직,21:00~23:59,21:00~23:59
328001,남,51,사무직,18:00~20:59,9:00~11:59
328101,여,32,서비스/판매직,15:00~17:59,21:00~23:59
328201,여,55,서비스/판매직,12:00~14:59,이용하지 않음
328202,남,56,생산직,12:00~14:59,12:00~14:59
328301,남,29,사무직,21:00~23:59,15:00~17:59
328501,여,38,무직,12:00~14:59,15:00~17:59
328601,여,49,서비스/판매직,21:00~23:59,21:00~23:59
328701,여,42,서비스/판매직,12:00~14:59,12:00~14:59
328801,여,70,주부,9:00~11:59,9:00~11:59
329001,여,42,사무직,12:00~14:59,이용하지 않음
329101,여,66,주부,18:00~20:59,18:00~20:59
329301,여,47,서비스/판매직,18:00~20:59,21:00~23:59
329401,여,54,주부,15:00~17:59,12:00~14:59
330201,여,67,주부,15:00~17:59,15:00~17:59
330301,여,64,주부,15:00~17:59,15:00~17:59
330401,여,48,서비스/판매직,21:00~23:59,18:00~20:59
330701,여,49,사무직,15:00~17:59,이용하지 않음
330801,남,60,무직,12:00~14:59,이용하지 않음
331101,남,46,사무직,12:00~14:59,12:00~14:59
331201,여,60,주부,21:00~23:59,21:00~23:59
331301,여,51,서비스/판매직,21:00~23:59,21:00~23:59
331302,남,18,학생,15:00~17:59,15:00~17:59
331402,남,69,생산직,15:00~17:59,15:00~17:59
331601,여,53,주부,18:00~20:59,18:00~20:59
331602,남,53,서비스/판매직,12:00~14:59,18:00~20:59
331701,남,54,생산직,12:00~14:59,15:00~17:59
331902,남,17,학생,21:00~23:59,21:00~23:59
332101,여,51,사무직,21:00~23:59,15:00~17:59
332201,남,26,사무직,15:00~17:59,9:00~11:59
332401,여,30,주부,15:00~17:59,18:00~20:59
332601,여,34,주부,12:00~14:59,12:00~14:59
332701,남,32,사무직,21:00~23:59,12:00~14:59
332801,여,36,사무직,21:00~23:59,18:00~20:59
332901,여,59,서비스/판매직,21:00~23:59,21:00~23:59
333001,여,35,주부,18:00~20:59,18:00~20:59
333101,남,24,무직,18:00~20:59,18:00~20:59
333201,남,41,생산직,12:00~14:59,12:00~14:59
333601,남,65,서비스/판매직,21:00~23:59,21:00~23:59
334001,남,29,사무직,21:00~23:59,18:00~20:59
334101,여,20,학생,21:00~23:59,21:00~23:59
334201,여,22,사무직,21:00~23:59,21:00~23:59
334601,여,35,서비스/판매직,21:00~23:59,21:00~23:59
334801,남,44,생산직,21:00~23:59,18:00~20:59
335301,남,53,사무직,12:00~14:59,이용하지 않음
335302,여,53,주부,15:00~17:59,이용하지 않음
335401,남,55,사무직,21:00~23:59,이용하지 않음
335402,여,52,주부,9:00~11:59,12:00~14:59
335502,남,54,서비스/판매직,15:00~17:59,12:00~14:59
335601,여,31,사무직,12:00~14:59,12:00~14:59
335602,남,33,사무직,21:00~23:59,21:00~23:59
335701,여,31,주부,12:00~14:59,12:00~14:59
335702,남,32,사무직,21:00~23:59,24:00~5:59
335801,남,29,사무직,21:00~23:59,이용하지 않음
335802,여,26,사무직,21:00~23:59,21:00~23:59
335902,여,49,주부,15:00~17:59,15:00~17:59
336001,여,53,주부,12:00~14:59,15:00~17:59
336002,남,56,사무직,이용하지 않음,15:00~17:59
336101,남,32,사무직,24:00~5:59,24:00~5:59
336102,여,31,주부,9:00~11:59,이용하지 않음
336201,여,51,서비스/판매직,21:00~23:59,이용하지 않음
336401,남,36,사무직,24:00~5:59,24:00~5:59
336501,여,51,주부,9:00~11:59,9:00~11:59
336601,여,41,주부,9:00~11:59,이용하지 않음
336701,남,33,사무직,24:00~5:59,24:00~5:59
336801,여,61,주부,12:00~14:59,12:00~14:59
336901,남,37,서비스/판매직,12:00~14:59,21:00~23:59
337001,여,35,사무직,21:00~23:59,21:00~23:59
337101,여,46,서비스/판매직,21:00~23:59,21:00~23:59
337301,여,63,서비스/판매직,12:00~14:59,12:00~14:59
337402,남,47,생산직,21:00~23:59,21:00~23:59
337701,남,68,사무직,15:00~17:59,이용하지 않음
337801,남,62,사무직,15:00~17:59,18:00~20:59
338502,여,58,서비스/판매직,21:00~23:59,21:00~23:59
338601,여,62,생산직,12:00~14:59,12:00~14:59
338701,남,64,서비스/판매직,15:00~17:59,이용하지 않음
339901,여,53,서비스/판매직,21:00~23:59,21:00~23:59
339902,남,55,생산직,15:00~17:59,15:00~17:59
339903,여,25,서비스/판매직,21:00~23:59,21:00~23:59
339904,여,24,서비스/판매직,21:00~23:59,21:00~23:59
339905,남,22,서비스/판매직,21:00~23:59,21:00~23:59
339906,여,14,학생,15:00~17:59,21:00~23:59
340001,여,35,주부,21:00~23:59,21:00~23:59
340002,남,38,사무직,21:00~23:59,21:00~23:59
340101,여,40,사무직,18:00~20:59,12:00~14:59
340201,여,65,주부,15:00~17:59,15:00~17:59
340301,여,22,서비스/판매직,21:00~23:59,21:00~23:59
340501,여,39,서비스/판매직,21:00~23:59,21:00~23:59
340601,여,39,사무직,21:00~23:59,이용하지 않음
340602,남,13,학생,18:00~20:59,15:00~17:59
340603,여,12,학생,18:00~20:59,15:00~17:59
340702,남,69,무직,18:00~20:59,이용하지 않음
340801,여,41,서비스/판매직,18:00~20:59,18:00~20:59
340802,남,47,서비스/판매직,18:00~20:59,15:00~17:59
340901,여,50,서비스/판매직,21:00~23:59,21:00~23:59
340902,여,19,학생,21:00~23:59,21:00~23:59
340903,남,18,기타,21:00~23:59,21:00~23:59
341001,여,49,서비스/판매직,21:00~23:59,21:00~23:59
341002,남,49,서비스/판매직,21:00~23:59,21:00~23:59
341003,남,19,무직,21:00~23:59,21:00~23:59
341004,남,15,학생,21:00~23:59,18:00~20:59
341005,여,13,학생,21:00~23:59,6:00~8:59
341102,여,12,학생,15:00~17:59,15:00~17:59
341201,여,44,사무직,18:00~20:59,이용하지 않음
341301,남,38,사무직,21:00~23:59,21:00~23:59
341601,여,39,주부,21:00~23:59,24:00~5:59
341602,남,45,생산직,21:00~23:59,24:00~5:59
341701,여,44,주부,15:00~17:59,이용하지 않음
341702,남,49,사무직,21:00~23:59,15:00~17:59
341801,남,50,서비스/판매직,18:00~20:59,18:00~20:59
342301,남,49,서비스/판매직,21:00~23:59,21:00~23:59
342401,남,21,학생,21:00~23:59,15:00~17:59
342501,여,32,주부,18:00~20:59,18:00~20:59
342701,여,38,서비스/판매직,18:00~20:59,18:00~20:59
342801,남,44,서비스/판매직,15:00~17:59,15:00~17:59
342901,남,39,생산직,21:00~23:59,9:00~11:59
343101,여,39,서비스/판매직,21:00~23:59,21:00~23:59
343301,남,48,생산직,15:00~17:59,15:00~17:59
343501,여,51,주부,15:00~17:59,15:00~17:59
343601,남,65,서비스/판매직,18:00~20:59,18:00~20:59
343602,여,62,서비스/판매직,15:00~17:59,15:00~17:59
343701,여,35,서비스/판매직,21:00~23:59,21:00~23:59
343702,남,38,서비스/판매직,21:00~23:59,21:00~23:59
343801,남,47,서비스/판매직,18:00~20:59,18:00~20:59
343802,여,44,서비스/판매직,21:00~23:59,21:00~23:59
343901,여,59,주부,18:00~20:59,18:00~20:59
344001,여,48,주부,15:00~17:59,15:00~17:59
344101,남,40,서비스/판매직,21:00~23:59,21:00~23:59
344201,남,26,학생,21:00~23:59,21:00~23:59
344301,여,63,주부,18:00~20:59,18:00~20:59
344401,여,42,주부,15:00~17:59,15:00~17:59
344601,남,63,생산직,12:00~14:59,이용하지 않음
344801,남,48,사무직,12:00~14:59,이용하지 않음
344901,남,51,생산직,이용하지 않음,21:00~23:59
345001,남,63,생산직,15:00~17:59,21:00~23:59
345301,여,44,사무직,이용하지 않음,15:00~17:59
345401,여,40,주부,15:00~17:59,이용하지 않음
345901,남,63,생산직,12:00~14:59,15:00~17:59
345902,여,58,생산직,15:00~17:59,18:00~20:59
346001,남,54,생산직,9:00~11:59,18:00~20:59
346102,남,63,생산직,21:00~23:59,15:00~17:59
346201,여,48,사무직,21:00~23:59,21:00~23:59
346202,남,23,서비스/판매직,24:00~5:59,24:00~5:59
346203,남,16,학생,21:00~23:59,21:00~23:59
346302,남,17,무직,18:00~20:59,15:00~17:59
346401,남,53,사무직,21:00~23:59,12:00~14:59
346402,여,44,사무직,21:00~23:59,이용하지 않음
346403,여,20,학생,12:00~14:59,12:00~14:59
346404,여,12,학생,이용하지 않음,이용하지 않음
346601,남,73,무직,15:00~17:59,21:00~23:59
346801,남,73,서비스/판매직,21:00~23:59,21:00~23:59
346802,여,72,서비스/판매직,18:00~20:59,18:00~20:59
346901,남,61,서비스/판매직,21:00~23:59,21:00~23:59
346902,여,49,주부,15:00~17:59,18:00~20:59
347001,여,38,주부,21:00~23:59,15:00~17:59
347002,남,40,사무직,21:00~23:59,18:00~20:59
347101,남,55,서비스/판매직,18:00~20:59,12:00~14:59
347102,여,50,주부,15:00~17:59,18:00~20:59
347201,남,62,서비스/판매직,15:00~17:59,18:00~20:59
347301,남,40,서비스/판매직,18:00~20:59,18:00~20:59
347302,여,40,주부,21:00~23:59,18:00~20:59
347401,여,27,사무직,21:00~23:59,21:00~23:59
347402,여,59,서비스/판매직,18:00~20:59,21:00~23:59
347501,여,47,사무직,21:00~23:59,21:00~23:59
347502,남,51,사무직,21:00~23:59,21:00~23:59
347601,여,50,사무직,21:00~23:59,21:00~23:59
347602,남,50,사무직,21:00~23:59,21:00~23:59
347701,여,50,사무직,18:00~20:59,21:00~23:59
347702,남,55,사무직,12:00~14:59,12:00~14:59
347801,여,60,주부,18:00~20:59,21:00~23:59
347802,남,60,서비스/판매직,21:00~23:59,21:00~23:59
347901,남,47,서비스/판매직,18:00~20:59,15:00~17:59
347902,여,44,서비스/판매직,21:00~23:59,21:00~23:59
348001,여,61,주부,18:00~20:59,21:00~23:59
348002,남,63,서비스/판매직,21:00~23:59,21:00~23:59
348003,여,23,사무직,21:00~23:59,21:00~23:59
348101,여,60,주부,12:00~14:59,12:00~14:59
348102,남,62,사무직,21:00~23:59,21:00~23:59
348103,남,24,학생,21:00~23:59,21:00~23:59
348201,남,65,서비스/판매직,15:00~17:59,18:00~20:59
348202,여,34,사무직,21:00~23:59,21:00~23:59
348301,남,54,서비스/판매직,21:00~23:59,21:00~23:59
348302,여,76,서비스/판매직,21:00~23:59,21:00~23:59
348401,남,35,서비스/판매직,12:00~14:59,21:00~23:59
348501,남,33,서비스/판매직,18:00~20:59,21:00~23:59
348601,여,63,사무직,21:00~23:59,21:00~23:59
348701,남,65,서비스/판매직,18:00~20:59,18:00~20:59
348702,여,58,주부,18:00~20:59,21:00~23:59
348901,남,29,서비스/판매직,12:00~14:59,21:00~23:59
348902,여,30,주부,15:00~17:59,12:00~14:59
349101,남,34,사무직,18:00~20:59,15:00~17:59
349102,여,34,사무직,21:00~23:59,12:00~14:59
349401,여,39,주부,21:00~23:59,21:00~23:59
349402,남,44,사무직,21:00~23:59,21:00~23:59
349501,남,47,사무직,21:00~23:59,21:00~23:59
349502,여,47,사무직,21:00~23:59,15:00~17:59
349701,여,27,무직,18:00~20:59,12:00~14:59
349901,여,67,주부,12:00~14:59,12:00~14:59
349902,여,38,사무직,21:00~23:59,18:00~20:59
350001,남,48,생산직,15:00~17:59,9:00~11:59
350002,여,71,주부,15:00~17:59,15:00~17:59
350101,여,35,주부,18:00~20:59,18:00~20:59
350102,남,40,사무직,18:00~20:59,9:00~11:59
350201,남,48,사무직,6:00~8:59,15:00~17:59
350601,여,49,서비스/판매직,18:00~20:59,15:00~17:59
350602,남,48,사무직,18:00~20:59,18:00~20:59
350801,남,41,서비스/판매직,15:00~17:59,15:00~17:59
350802,여,39,서비스/판매직,12:00~14:59,12:00~14:59
350901,여,57,주부,15:00~17:59,15:00~17:59
350902,남,61,서비스/판매직,18:00~20:59,15:00~17:59
350903,남,23,학생,21:00~23:59,21:00~23:59
351001,여,56,주부,12:00~14:59,12:00~14:59
351002,남,61,생산직,12:00~14:59,12:00~14:59
351003,여,33,사무직,21:00~23:59,21:00~23:59
351401,여,57,주부,15:00~17:59,15:00~17:59
351501,여,55,서비스/판매직,12:00~14:59,15:00~17:59
351502,여,28,사무직,21:00~23:59,21:00~23:59
351701,여,54,서비스/판매직,21:00~23:59,21:00~23:59
351901,여,36,주부,15:00~17:59,18:00~20:59
352001,남,65,생산직,21:00~23:59,21:00~23:59
352201,남,24,사무직,21:00~23:59,18:00~20:59
352401,여,26,사무직,이용하지 않음,15:00~17:59
352501,여,38,서비스/판매직,12:00~14:59,15:00~17:59
352603,여,27,사무직,21:00~23:59,15:00~17:59
352604,여,25,학생,21:00~23:59,21:00~23:59
352901,남,26,학생,이용하지 않음,21:00~23:59
353001,남,24,무직,이용하지 않음,15:00~17:59
353101,여,21,서비스/판매직,21:00~23:59,15:00~17:59
353201,여,22,학생,21:00~23:59,21:00~23:59
353301,여,20,학생,이용하지 않음,18:00~20:59
353401,남,23,학생,21:00~23:59,18:00~20:59
353501,여,24,학생,21:00~23:59,21:00~23:59
353701,여,27,사무직,21:00~23:59,21:00~23:59
353901,여,54,서비스/판매직,15:00~17:59,이용하지 않음
354101,여,59,서비스/판매직,12:00~14:59,12:00~14:59
354102,남,62,생산직,21:00~23:59,21:00~23:59
354201,남,64,생산직,12:00~14:59,12:00~14:59
354202,여,61,주부,21:00~23:59,21:00~23:59
354301,남,55,서비스/판매직,21:00~23:59,21:00~23:59
354401,여,61,서비스/판매직,21:00~23:59,21:00~23:59
354402,남,64,생산직,21:00~23:59,21:00~23:59
354601,남,63,사무직,21:00~23:59,15:00~17:59
354602,여,59,주부,12:00~14:59,이용하지 않음
354701,남,54,사무직,21:00~23:59,21:00~23:59
354702,여,50,서비스/판매직,12:00~14:59,이용하지 않음
354703,남,20,학생,21:00~23:59,18:00~20:59
354801,여,54,서비스/판매직,21:00~23:59,15:00~17:59
354802,남,58,생산직,21:00~23:59,12:00~14:59
354901,여,30,서비스/판매직,21:00~23:59,12:00~14:59
355001,여,49,서비스/판매직,21:00~23:59,21:00~23:59
355101,여,32,사무직,21:00~23:59,21:00~23:59
355102,여,59,주부,21:00~23:59,21:00~23:59
355103,남,63,생산직,21:00~23:59,15:00~17:59
355401,여,55,주부,15:00~17:59,15:00~17:59
355402,남,45,생산직,18:00~20:59,18:00~20:59
355601,여,24,학생,21:00~23:59,21:00~23:59
355701,남,56,서비스/판매직,6:00~8:59,6:00~8:59
355801,여,39,사무직,12:00~14:59,이용하지 않음
355901,여,63,서비스/판매직,18:00~20:59,18:00~20:59
356001,여,44,사무직,21:00~23:59,15:00~17:59
356201,남,45,무직,12:00~14:59,12:00~14:59
356202,여,44,무직,15:00~17:59,이용하지 않음
356602,남,26,서비스/판매직,21:00~23:59,21:00~23:59
356603,여,21,학생,21:00~23:59,12:00~14:59
356702,여,49,생산직,12:00~14:59,이용하지 않음
356902,남,41,사무직,12:00~14:59,이용하지 않음
357001,여,58,주부,15:00~17:59,15:00~17:59
357002,남,36,사무직,21:00~23:59,9:00~11:59
357101,여,44,서비스/판매직,18:00~20:59,이용하지 않음
357301,남,43,사무직,12:00~14:59,15:00~17:59
357401,남,38,사무직,21:00~23:59,12:00~14:59
357601,남,37,사무직,21:00~23:59,18:00~20:59
358001,남,34,서비스/판매직,18:00~20:59,21:00~23:59
358002,여,31,서비스/판매직,18:00~20:59,21:00~23:59
358102,여,24,학생,이용하지 않음,21:00~23:59
358401,남,35,사무직,21:00~23:59,24:00~5:59
358402,여,33,사무직,6:00~8:59,21:00~23:59
358502,여,47,서비스/판매직,21:00~23:59,이용하지 않음
358503,여,19,학생,이용하지 않음,24:00~5:59
358601,여,33,서비스/판매직,21:00~23:59,21:00~23:59
358602,여,31,사무직,18:00~20:59,18:00~20:59
358701,여,51,서비스/판매직,이용하지 않음,21:00~23:59
358902,여,23,학생,18:00~20:59,21:00~23:59
359401,여,36,사무직,이용하지 않음,21:00~23:59
359502,여,31,사무직,이용하지 않음,21:00~23:59
359601,남,40,생산직,12:00~14:59,9:00~11:59
359602,여,39,서비스/판매직,9:00~11:59,이용하지 않음
359801,남,46,사무직,21:00~23:59,21:00~23:59
359901,남,15,학생,21:00~23:59,21:00~23:59
360001,여,39,주부,9:00~11:59,이용하지 않음
360101,남,82,무직,12:00~14:59,12:00~14:59
360201,남,20,학생,21:00~23:59,21:00~23:59
360301,여,36,사무직,21:00~23:59,18:00~20:59
360401,여,40,주부,18:00~20:59,18:00~20:59
360402,남,45,사무직,21:00~23:59,21:00~23:59
360501,여,38,주부,15:00~17:59,12:00~14:59
360502,남,44,생산직,21:00~23:59,21:00~23:59
360701,여,26,사무직,21:00~23:59,21:00~23:59
360801,남,25,서비스/판매직,21:00~23:59,21:00~23:59
360901,남,32,사무직,21:00~23:59,21:00~23:59
361001,여,17,학생,21:00~23:59,18:00~20:59
361101,여,37,서비스/판매직,15:00~17:59,15:00~17:59
361102,남,40,생산직,18:00~20:59,이용하지 않음
361201,남,26,서비스/판매직,21:00~23:59,18:00~20:59
361301,여,43,주부,12:00~14:59,이용하지 않음
361302,남,40,사무직,12:00~14:59,15:00~17:59
361401,여,29,서비스/판매직,21:00~23:59,12:00~14:59
361501,여,39,서비스/판매직,12:00~14:59,이용하지 않음
361502,남,41,생산직,21:00~23:59,15:00~17:59
361602,남,49,생산직,18:00~20:59,18:00~20:59
361701,남,34,서비스/판매직,12:00~14:59,12:00~14:59
361702,여,34,서비스/판매직,21:00~23:59,이용하지 않음
362001,남,32,서비스/판매직,15:00~17:59,12:00~14:59
362002,여,30,서비스/판매직,12:00~14:59,이용하지 않음
362101,남,36,서비스/판매직,12:00~14:59,12:00~14:59
362102,여,33,주부,12:00~14:59,이용하지 않음
362201,남,22,서비스/판매직,9:00~11:59,9:00~11:59
362301,여,34,서비스/판매직,15:00~17:59,12:00~14:59
362401,여,42,서비스/판매직,18:00~20:59,18:00~20:59
362501,여,44,서비스/판매직,21:00~23:59,21:00~23:59
362601,여,36,사무직,이용하지 않음,18:00~20:59
362801,남,25,사무직,18:00~20:59,18:00~20:59
362901,여,53,사무직,이용하지 않음,9:00~11:59
362902,남,25,기타,21:00~23:59,21:00~23:59
363001,여,51,서비스/판매직,18:00~20:59,18:00~20:59
363002,남,56,생산직,이용하지 않음,18:00~20:59
363102,여,44,생산직,21:00~23:59,21:00~23:59
363401,여,47,생산직,이용하지 않음,9:00~11:59
363402,남,17,학생,21:00~23:59,21:00~23:59
363501,남,60,생산직,이용하지 않음,9:00~11:59
363601,여,41,서비스/판매직,이용하지 않음,12:00~14:59
364101,남,31,사무직,이용하지 않음,21:00~23:59
364201,여,63,사무직,18:00~20:59,이용하지 않음
364301,남,31,서비스/판매직,21:00~23:59,21:00~23:59
364701,여,47,서비스/판매직,12:00~14:59,15:00~17:59
364702,남,15,학생,21:00~23:59,18:00~20:59
364901,남,52,생산직,12:00~14:59,15:00~17:59
365001,여,42,생산직,12:00~14:59,12:00~14:59
365201,여,48,주부,18:00~20:59,18:00~20:59
365301,여,48,서비스/판매직,12:00~14:59,이용하지 않음
365302,남,53,서비스/판매직,12:00~14:59,12:00~14:59
365303,여,22,사무직,12:00~14:59,15:00~17:59
365401,여,45,서비스/판매직,15:00~17:59,15:00~17:59
365402,남,45,사무직,15:00~17:59,12:00~14:59
365501,여,44,주부,15:00~17:59,12:00~14:59
365502,남,44,사무직,12:00~14:59,이용하지 않음
365601,남,41,사무직,15:00~17:59,이용하지 않음
365602,여,33,주부,9:00~11:59,이용하지 않음
365702,여,25,사무직,21:00~23:59,15:00~17:59
365801,남,57,생산직,이용하지 않음,12:00~14:59
365901,여,47,서비스/판매직,21:00~23:59,21:00~23:59
365902,남,51,서비스/판매직,21:00~23:59,21:00~23:59
366002,남,57,생산직,12:00~14:59,이용하지 않음
366901,여,32,사무직,21:00~23:59,21:00~23:59
367201,여,41,사무직,21:00~23:59,이용하지 않음
367202,남,41,사무직,21:00~23:59,이용하지 않음
367301,남,51,생산직,21:00~23:59,이용하지 않음
367401,여,47,서비스/판매직,21:00~23:59,이용하지 않음
367501,여,38,서비스/판매직,21:00~23:59,이용하지 않음
367601,여,44,사무직,15:00~17:59,이용하지 않음
367701,여,43,주부,9:00~11:59,이용하지 않음
367801,여,60,서비스/판매직,9:00~11:59,9:00~11:59
367901,남,44,생산직,18:00~20:59,15:00~17:59
367902,여,41,주부,21:00~23:59,15:00~17:59
368001,여,44,서비스/판매직,21:00~23:59,21:00~23:59
368002,여,22,무직,21:00~23:59,18:00~20:59
368003,여,20,서비스/판매직,21:00~23:59,21:00~23:59
368102,남,24,학생,15:00~17:59,15:00~17:59
368201,남,32,사무직,21:00~23:59,12:00~14:59
368202,여,29,사무직,21:00~23:59,12:00~14:59
368301,여,48,서비스/판매직,이용하지 않음,12:00~14:59
368302,여,46,서비스/판매직,21:00~23:59,21:00~23:59
368402,남,39,사무직,21:00~23:59,21:00~23:59
368501,남,54,생산직,21:00~23:59,15:00~17:59
368502,여,56,서비스/판매직,21:00~23:59,12:00~14:59
368601,남,49,생산직,18:00~20:59,18:00~20:59
368602,여,45,주부,12:00~14:59,12:00~14:59
368603,여,16,학생,21:00~23:59,21:00~23:59
368701,여,47,사무직,18:00~20:59,18:00~20:59
369001,여,49,주부,15:00~17:59,15:00~17:59
369002,남,51,서비스/판매직,18:00~20:59,15:00~17:59
369501,여,37,주부,15:00~17:59,15:00~17:59
369701,여,36,주부,12:00~14:59,15:00~17:59
369702,남,37,서비스/판매직,12:00~14:59,15:00~17:59
369801,여,49,서비스/판매직,12:00~14:59,12:00~14:59
369803,여,21,사무직,21:00~23:59,21:00~23:59
369901,여,39,주부,18:00~20:59,18:00~20:59
369902,남,40,생산직,21:00~23:59,15:00~17:59
370001,여,59,주부,18:00~20:59,이용하지 않음
370101,여,42,주부,21:00~23:59,21:00~23:59
370201,남,31,사무직,15:00~17:59,이용하지 않음
370301,남,46,사무직,15:00~17:59,15:00~17:59
370302,여,44,주부,15:00~17:59,이용하지 않음
370401,여,53,주부,18:00~20:59,18:00~20:59
370501,여,48,주부,15:00~17:59,이용하지 않음
370601,남,66,서비스/판매직,15:00~17:59,이용하지 않음
370701,여,51,서비스/판매직,21:00~23:59,이용하지 않음
370702,남,51,서비스/판매직,24:00~5:59,이용하지 않음
370703,남,20,학생,15:00~17:59,15:00~17:59
370801,여,53,주부,12:00~14:59,12:00~14:59
370802,남,14,학생,21:00~23:59,21:00~23:59
371001,여,43,주부,12:00~14:59,12:00~14:59
371301,남,51,기타,18:00~20:59,18:00~20:59
371901,남,56,사무직,21:00~23:59,21:00~23:59
372701,남,20,생산직,21:00~23:59,21:00~23:59
372901,여,43,서비스/판매직,12:00~14:59,12:00~14:59
372902,남,46,서비스/판매직,12:00~14:59,24:00~5:59
373001,여,66,서비스/판매직,12:00~14:59,12:00~14:59
373101,여,52,주부,15:00~17:59,이용하지 않음
373201,여,39,사무직,18:00~20:59,12:00~14:59
373301,여,32,사무직,15:00~17:59,15:00~17:59
373401,남,38,사무직,18:00~20:59,15:00~17:59
373501,여,57,주부,15:00~17:59,이용하지 않음
373601,여,56,서비스/판매직,12:00~14:59,12:00~14:59
373701,여,58,서비스/판매직,12:00~14:59,이용하지 않음
373801,여,51,주부,12:00~14:59,12:00~14:59
374101,여,32,주부,15:00~17:59,이용하지 않음
374201,여,25,사무직,21:00~23:59,21:00~23:59
374202,여,23,사무직,18:00~20:59,18:00~20:59
374301,여,40,주부,이용하지 않음,9:00~11:59
374302,남,13,학생,21:00~23:59,21:00~23:59
374401,남,49,사무직,이용하지 않음,15:00~17:59
374402,여,46,사무직,이용하지 않음,15:00~17:59
374501,여,47,사무직,15:00~17:59,15:00~17:59
374601,여,71,주부,18:00~20:59,18:00~20:59
374901,남,41,서비스/판매직,18:00~20:59,18:00~20:59
375201,남,76,무직,12:00~14:59,12:00~14:59
375401,남,54,생산직,21:00~23:59,15:00~17:59
375402,여,51,주부,9:00~11:59,15:00~17:59
375701,남,67,서비스/판매직,21:00~23:59,이용하지 않음
375702,여,33,사무직,18:00~20:59,18:00~20:59
375901,남,58,사무직,12:00~14:59,이용하지 않음
376001,남,39,사무직,21:00~23:59,21:00~23:59
376002,여,40,주부,12:00~14:59,12:00~14:59
376501,여,65,서비스/판매직,12:00~14:59,이용하지 않음
376601,남,27,생산직,12:00~14:59,12:00~14:59
376701,남,41,사무직,12:00~14:59,15:00~17:59
376702,여,35,주부,15:00~17:59,15:00~17:59
376801,남,37,사무직,18:00~20:59,18:00~20:59
376802,여,64,주부,15:00~17:59,15:00~17:59
377101,남,46,서비스/판매직,15:00~17:59,15:00~17:59
377102,여,31,주부,15:00~17:59,15:00~17:59
377103,남,14,학생,21:00~23:59,21:00~23:59
377201,남,27,생산직,21:00~23:59,21:00~23:59
377202,여,25,주부,21:00~23:59,21:00~23:59
377301,남,22,서비스/판매직,15:00~17:59,15:00~17:59
377401,여,32,사무직,15:00~17:59,12:00~14:59
377402,남,39,사무직,21:00~23:59,21:00~23:59
377501,남,34,서비스/판매직,21:00~23:59,21:00~23:59
377502,여,34,주부,21:00~23:59,21:00~23:59
377601,남,23,무직,21:00~23:59,21:00~23:59
377602,여,50,사무직,이용하지 않음,21:00~23:59
377701,여,30,서비스/판매직,21:00~23:59,21:00~23:59
378001,여,35,주부,15:00~17:59,15:00~17:59
378002,남,43,사무직,21:00~23:59,21:00~23:59
378101,여,43,사무직,21:00~23:59,21:00~23:59
378102,남,43,사무직,21:00~23:59,21:00~23:59
378601,여,57,서비스/판매직,12:00~14:59,이용하지 않음
379201,여,26,사무직,18:00~20:59,이용하지 않음
379301,남,39,서비스/판매직,18:00~20:59,21:00~23:59
