PID,성별,연령,직업,ott 주중 이용시간대,ott 주말 이용시간대
401,여,59,서비스/판매직,12:00~14:59,15:00~17:59
1701,남,54,생산직,18:00~20:59,12:00~14:59
2001,남,34,사무직,18:00~20:59,12:00~14:59
2002,여,34,주부,12:00~14:59,이용하지 않음
2101,남,49,생산직,12:00~14:59,9:00~11:59
2102,여,48,주부,9:00~11:59,이용하지 않음
2201,남,43,사무직,18:00~20:59,12:00~14:59
2202,여,42,주부,12:00~14:59,12:00~14:59
2301,여,32,주부,12:00~14:59,이용하지 않음
2302,남,37,사무직,18:00~20:59,12:00~14:59
2601,남,44,생산직,12:00~14:59,12:00~14:59
2602,여,42,주부,12:00~14:59,이용하지 않음
2701,여,48,서비스/판매직,15:00~17:59,이용하지 않음
2702,남,48,생산직,15:00~17:59,15:00~17:59
2703,여,24,사무직,18:00~20:59,12:00~14:59
2704,여,22,무직,18:00~20:59,18:00~20:59
2705,남,18,학생,18:00~20:59,9:00~11:59
2901,여,55,주부,12:00~14:59,이용하지 않음
2902,여,18,학생,18:00~20:59,15:00~17:59
3001,여,29,주부,12:00~14:59,12:00~14:59
3101,여,25,서비스/판매직,18:00~20:59,12:00~14:59
3201,여,36,서비스/판매직,9:00~11:59,12:00~14:59
3401,남,37,생산직,21:00~23:59,15:00~17:59
3501,여,22,서비스/판매직,18:00~20:59,15:00~17:59
3601,남,60,생산직,18:00~20:59,12:00~14:59
3701,남,24,무직,21:00~23:59,21:00~23:59
3901,여,54,서비스/판매직,12:00~14:59,18:00~20:59
4101,여,20,학생,15:00~17:59,18:00~20:59
4201,여,27,사무직,21:00~23:59,이용하지 않음
4301,여,33,사무직,21:00~23:59,18:00~20:59
4501,남,65,무직,15:00~17:59,12:00~14:59
4601,여,49,사무직,18:00~20:59,15:00~17:59
4602,남,51,사무직,12:00~14:59,18:00~20:59
4701,여,29,사무직,21:00~23:59,21:00~23:59
4702,남,27,사무직,21:00~23:59,21:00~23:59
4801,남,33,사무직,21:00~23:59,21:00~23:59
4802,여,32,사무직,18:00~20:59,15:00~17:59
4901,남,35,생산직,18:00~20:59,15:00~17:59
5201,남,38,사무직,12:00~14:59,21:00~23:59
5202,여,29,사무직,12:00~14:59,18:00~20:59
5301,여,54,서비스/판매직,12:00~14:59,21:00~23:59
5302,여,25,무직,21:00~23:59,18:00~20:59
5401,남,35,생산직,12:00~14:59,18:00~20:59
5501,남,27,생산직,21:00~23:59,18:00~20:59
5601,남,46,사무직,12:00~14:59,18:00~20:59
5701,남,69,무직,15:00~17:59,12:00~14:59
6001,여,59,주부,15:00~17:59,12:00~14:59
6002,남,67,생산직,12:00~14:59,15:00~17:59
6101,남,51,생산직,18:00~20:59,12:00~14:59
6501,여,58,주부,15:00~17:59,12:00~14:59
6601,여,37,서비스/판매직,12:00~14:59,21:00~23:59
6701,남,62,무직,15:00~17:59,이용하지 않음
6901,남,65,무직,15:00~17:59,12:00~14:59
7101,여,58,서비스/판매직,12:00~14:59,15:00~17:59
7201,여,50,서비스/판매직,12:00~14:59,18:00~20:59
7202,남,23,학생,18:00~20:59,12:00~14:59
7301,남,30,무직,21:00~23:59,21:00~23:59
7402,남,37,사무직,12:00~14:59,21:00~23:59
7501,남,50,생산직,18:00~20:59,18:00~20:59
7502,여,73,무직,15:00~17:59,15:00~17:59
7601,여,60,생산직,18:00~20:59,18:00~20:59
7701,남,34,사무직,18:00~20:59,12:00~14:59
7702,여,30,주부,9:00~11:59,12:00~14:59
7802,여,19,학생,21:00~23:59,21:00~23:59
7901,남,53,생산직,18:00~20:59,12:00~14:59
8101,여,40,주부,12:00~14:59,15:00~17:59
8201,여,43,서비스/판매직,18:00~20:59,15:00~17:59
8701,여,30,사무직,18:00~20:59,12:00~14:59
9001,여,74,주부,15:00~17:59,15:00~17:59
9002,남,41,무직,9:00~11:59,9:00~11:59
9102,여,39,무직,18:00~20:59,18:00~20:59
9201,여,45,서비스/판매직,18:00~20:59,18:00~20:59
9202,남,20,학생,12:00~14:59,12:00~14:59
9301,남,29,사무직,18:00~20:59,15:00~17:59
9302,여,25,무직,12:00~14:59,12:00~14:59
9402,남,31,생산직,18:00~20:59,18:00~20:59
9701,여,54,서비스/판매직,15:00~17:59,이용하지 않음
9702,남,59,무직,15:00~17:59,15:00~17:59
9703,여,27,서비스/판매직,18:00~20:59,9:00~11:59
9801,여,40,서비스/판매직,15:00~17:59,15:00~17:59
9802,여,14,학생,12:00~14:59,15:00~17:59
10001,여,37,무직,15:00~17:59,15:00~17:59
10002,남,36,무직,18:00~20:59,18:00~20:59
10004,남,13,학생,18:00~20:59,21:00~23:59
10101,남,62,생산직,이용하지 않음,15:00~17:59
10202,남,47,서비스/판매직,15:00~17:59,이용하지 않음
10302,여,12,학생,21:00~23:59,18:00~20:59
10402,남,30,생산직,18:00~20:59,15:00~17:59
10601,남,68,생산직,12:00~14:59,15:00~17:59
10602,여,61,주부,12:00~14:59,이용하지 않음
10801,여,64,서비스/판매직,18:00~20:59,이용하지 않음
10802,남,69,무직,12:00~14:59,이용하지 않음
10803,남,28,무직,18:00~20:59,18:00~20:59
10901,여,74,주부,15:00~17:59,이용하지 않음
10903,여,51,무직,15:00~17:59,15:00~17:59
11001,여,32,주부,18:00~20:59,이용하지 않음
11002,남,36,사무직,18:00~20:59,15:00~17:59
11101,여,54,주부,12:00~14:59,이용하지 않음
11301,여,25,주부,15:00~17:59,15:00~17:59
11302,남,39,사무직,18:00~20:59,18:00~20:59
11701,남,71,생산직,18:00~20:59,18:00~20:59
11801,여,47,주부,15:00~17:59,15:00~17:59
11802,남,47,생산직,18:00~20:59,18:00~20:59
12002,남,59,무직,15:00~17:59,15:00~17:59
12101,여,38,주부,15:00~17:59,15:00~17:59
12102,남,39,생산직,15:00~17:59,18:00~20:59
12201,남,45,생산직,15:00~17:59,15:00~17:59
12301,여,45,서비스/판매직,18:00~20:59,18:00~20:59
12401,여,35,주부,15:00~17:59,15:00~17:59
12402,남,36,사무직,15:00~17:59,15:00~17:59
12501,여,28,주부,15:00~17:59,15:00~17:59
12502,남,29,사무직,18:00~20:59,18:00~20:59
12602,남,35,서비스/판매직,18:00~20:59,18:00~20:59
12702,여,74,생산직,15:00~17:59,15:00~17:59
13001,남,53,사무직,15:00~17:59,15:00~17:59
13201,여,52,주부,15:00~17:59,15:00~17:59
13202,남,57,사무직,18:00~20:59,18:00~20:59
13301,여,28,사무직,18:00~20:59,18:00~20:59
13401,여,53,서비스/판매직,15:00~17:59,15:00~17:59
13501,남,61,서비스/판매직,15:00~17:59,15:00~17:59
13601,남,47,기타,15:00~17:59,15:00~17:59
13801,여,58,서비스/판매직,15:00~17:59,15:00~17:59
13901,남,43,사무직,15:00~17:59,15:00~17:59
14001,여,54,주부,9:00~11:59,15:00~17:59
14101,여,59,생산직,15:00~17:59,15:00~17:59
14201,여,38,생산직,21:00~23:59,15:00~17:59
14202,남,38,사무직,21:00~23:59,이용하지 않음
14403,남,24,무직,21:00~23:59,12:00~14:59
14404,남,21,학생,21:00~23:59,21:00~23:59
14602,남,20,학생,21:00~23:59,21:00~23:59
14701,남,40,생산직,이용하지 않음,12:00~14:59
14902,남,25,사무직,21:00~23:59,21:00~23:59
15001,여,45,사무직,21:00~23:59,12:00~14:59
15002,여,18,학생,21:00~23:59,12:00~14:59
15202,남,40,사무직,이용하지 않음,12:00~14:59
15902,여,39,주부,12:00~14:59,15:00~17:59
16002,남,19,학생,21:00~23:59,21:00~23:59
16301,여,39,주부,15:00~17:59,15:00~17:59
16302,남,37,생산직,15:00~17:59,15:00~17:59
16402,여,24,기타,15:00~17:59,15:00~17:59
16403,여,22,학생,21:00~23:59,12:00~14:59
16701,여,37,사무직,18:00~20:59,9:00~11:59
16901,여,20,사무직,21:00~23:59,21:00~23:59
17001,여,34,서비스/판매직,9:00~11:59,이용하지 않음
17101,여,51,주부,12:00~14:59,이용하지 않음
17102,남,23,학생,18:00~20:59,18:00~20:59
17201,여,55,서비스/판매직,18:00~20:59,이용하지 않음
17202,남,59,서비스/판매직,18:00~20:59,이용하지 않음
17401,여,57,주부,9:00~11:59,이용하지 않음
17501,남,19,학생,21:00~23:59,15:00~17:59
17601,남,23,학생,18:00~20:59,15:00~17:59
17701,여,25,학생,21:00~23:59,21:00~23:59
17901,남,25,서비스/판매직,21:00~23:59,18:00~20:59
18101,남,23,학생,21:00~23:59,21:00~23:59
18201,남,28,사무직,21:00~23:59,15:00~17:59
18301,남,22,학생,21:00~23:59,18:00~20:59
18401,여,52,주부,12:00~14:59,이용하지 않음
18501,남,35,서비스/판매직,18:00~20:59,18:00~20:59
18601,여,32,주부,21:00~23:59,이용하지 않음
18701,남,20,학생,18:00~20:59,21:00~23:59
19001,여,70,주부,9:00~11:59,이용하지 않음
19401,여,61,주부,12:00~14:59,15:00~17:59
19402,남,65,생산직,12:00~14:59,15:00~17:59
20501,남,73,무직,9:00~11:59,9:00~11:59
20502,여,70,주부,12:00~14:59,12:00~14:59
20701,남,79,무직,12:00~14:59,15:00~17:59
20901,남,76,무직,15:00~17:59,15:00~17:59
21001,여,48,생산직,21:00~23:59,15:00~17:59
21002,남,54,생산직,21:00~23:59,18:00~20:59
21003,여,24,서비스/판매직,21:00~23:59,24:00~5:59
21004,여,22,서비스/판매직,21:00~23:59,24:00~5:59
21005,남,18,학생,15:00~17:59,15:00~17:59
21101,여,70,주부,12:00~14:59,12:00~14:59
21102,남,73,무직,12:00~14:59,12:00~14:59
21201,여,60,주부,15:00~17:59,15:00~17:59
21202,남,59,생산직,15:00~17:59,15:00~17:59
21301,여,59,주부,21:00~23:59,이용하지 않음
21302,남,63,생산직,12:00~14:59,15:00~17:59
21402,남,59,생산직,21:00~23:59,12:00~14:59
21501,여,61,서비스/판매직,18:00~20:59,18:00~20:59
21502,남,66,생산직,12:00~14:59,12:00~14:59
21701,여,70,서비스/판매직,15:00~17:59,15:00~17:59
21801,여,65,서비스/판매직,15:00~17:59,15:00~17:59
21802,남,27,서비스/판매직,15:00~17:59,15:00~17:59
21901,남,62,생산직,15:00~17:59,15:00~17:59
21902,여,60,생산직,15:00~17:59,15:00~17:59
22301,여,23,사무직,21:00~23:59,21:00~23:59
22601,여,55,서비스/판매직,15:00~17:59,15:00~17:59
22602,여,25,무직,15:00~17:59,15:00~17:59
22901,남,46,생산직,18:00~20:59,21:00~23:59
23001,남,53,생산직,21:00~23:59,18:00~20:59
23201,남,30,생산직,21:00~23:59,15:00~17:59
23301,남,51,서비스/판매직,12:00~14:59,18:00~20:59
23401,여,35,서비스/판매직,24:00~5:59,24:00~5:59
24701,남,55,생산직,18:00~20:59,18:00~20:59
24702,여,53,생산직,18:00~20:59,18:00~20:59
24801,남,21,기타,18:00~20:59,12:00~14:59
24901,여,56,주부,15:00~17:59,이용하지 않음
24902,남,62,생산직,12:00~14:59,15:00~17:59
24903,남,28,무직,21:00~23:59,21:00~23:59
25101,여,79,주부,15:00~17:59,15:00~17:59
25102,남,81,무직,9:00~11:59,9:00~11:59
25602,남,39,무직,12:00~14:59,9:00~11:59
26001,남,26,기타,18:00~20:59,12:00~14:59
26202,남,61,서비스/판매직,12:00~14:59,15:00~17:59
26403,남,23,학생,12:00~14:59,21:00~23:59
26501,남,72,생산직,12:00~14:59,12:00~14:59
26502,여,66,서비스/판매직,12:00~14:59,이용하지 않음
26601,여,58,주부,15:00~17:59,15:00~17:59
26801,여,65,주부,9:00~11:59,12:00~14:59
26901,남,24,기타,18:00~20:59,18:00~20:59
27001,여,60,서비스/판매직,15:00~17:59,15:00~17:59
28101,여,70,주부,15:00~17:59,6:00~8:59
28301,남,66,무직,15:00~17:59,15:00~17:59
28302,여,60,생산직,12:00~14:59,이용하지 않음
28902,남,48,무직,15:00~17:59,15:00~17:59
29001,여,52,서비스/판매직,12:00~14:59,15:00~17:59
29002,여,29,사무직,12:00~14:59,12:00~14:59
29301,여,55,생산직,18:00~20:59,18:00~20:59
30201,여,63,주부,12:00~14:59,12:00~14:59
30401,여,59,주부,15:00~17:59,이용하지 않음
30402,남,62,무직,12:00~14:59,이용하지 않음
30501,여,33,주부,9:00~11:59,이용하지 않음
30502,남,42,사무직,21:00~23:59,21:00~23:59
30901,남,72,무직,9:00~11:59,9:00~11:59
30902,여,66,주부,12:00~14:59,12:00~14:59
31001,남,58,생산직,21:00~23:59,21:00~23:59
31002,여,54,주부,12:00~14:59,15:00~17:59
31003,여,28,무직,21:00~23:59,21:00~23:59
31004,여,22,학생,21:00~23:59,21:00~23:59
31101,여,44,주부,21:00~23:59,21:00~23:59
31103,남,16,학생,21:00~23:59,12:00~14:59
31104,여,14,학생,21:00~23:59,18:00~20:59
31501,남,55,서비스/판매직,21:00~23:59,21:00~23:59
31601,여,30,주부,12:00~14:59,12:00~14:59
31802,남,61,생산직,21:00~23:59,21:00~23:59
32301,남,56,생산직,18:00~20:59,18:00~20:59
32401,여,56,생산직,12:00~14:59,12:00~14:59
32402,남,65,생산직,12:00~14:59,12:00~14:59
32601,남,60,서비스/판매직,15:00~17:59,15:00~17:59
33001,남,45,서비스/판매직,21:00~23:59,12:00~14:59
33002,여,43,서비스/판매직,21:00~23:59,21:00~23:59
33201,남,27,기타,18:00~20:59,9:00~11:59
33301,남,22,기타,18:00~20:59,18:00~20:59
33401,남,22,기타,21:00~23:59,18:00~20:59
33501,남,25,기타,18:00~20:59,18:00~20:59
33601,여,27,주부,15:00~17:59,12:00~14:59
33701,남,29,기타,18:00~20:59,21:00~23:59
33801,남,23,기타,18:00~20:59,21:00~23:59
33802,여,23,주부,12:00~14:59,이용하지 않음
34701,여,38,주부,21:00~23:59,18:00~20:59
34702,남,37,서비스/판매직,21:00~23:59,18:00~20:59
34801,여,23,무직,18:00~20:59,21:00~23:59
34901,여,42,서비스/판매직,18:00~20:59,21:00~23:59
35001,여,46,서비스/판매직,18:00~20:59,21:00~23:59
35601,여,47,서비스/판매직,21:00~23:59,이용하지 않음
36001,남,18,학생,15:00~17:59,21:00~23:59
36101,여,75,주부,12:00~14:59,15:00~17:59
36201,여,37,서비스/판매직,12:00~14:59,12:00~14:59
36302,남,20,학생,15:00~17:59,15:00~17:59
36501,여,40,주부,12:00~14:59,이용하지 않음
36502,남,40,사무직,12:00~14:59,이용하지 않음
36601,여,51,주부,12:00~14:59,이용하지 않음
36602,여,23,사무직,21:00~23:59,21:00~23:59
36603,남,21,학생,21:00~23:59,12:00~14:59
36701,여,46,서비스/판매직,이용하지 않음,15:00~17:59
36901,남,47,서비스/판매직,이용하지 않음,15:00~17:59
37001,남,61,서비스/판매직,이용하지 않음,15:00~17:59
37002,여,60,주부,15:00~17:59,15:00~17:59
37301,여,53,사무직,21:00~23:59,21:00~23:59
37302,여,25,학생,18:00~20:59,21:00~23:59
37401,여,49,주부,12:00~14:59,15:00~17:59
37402,남,52,사무직,12:00~14:59,15:00~17:59
37403,여,20,학생,이용하지 않음,24:00~5:59
37601,여,65,주부,9:00~11:59,이용하지 않음
37701,여,65,주부,12:00~14:59,이용하지 않음
37903,여,57,무직,12:00~14:59,12:00~14:59
38501,남,50,생산직,21:00~23:59,21:00~23:59
38602,남,69,생산직,9:00~11:59,9:00~11:59
39601,남,39,무직,15:00~17:59,12:00~14:59
39903,남,38,생산직,21:00~23:59,12:00~14:59
40101,여,59,생산직,15:00~17:59,15:00~17:59
40202,여,59,생산직,12:00~14:59,이용하지 않음
40203,남,38,사무직,18:00~20:59,18:00~20:59
40602,남,26,서비스/판매직,18:00~20:59,18:00~20:59
41101,남,51,무직,12:00~14:59,12:00~14:59
41201,남,31,생산직,12:00~14:59,15:00~17:59
41301,여,42,주부,15:00~17:59,18:00~20:59
41401,남,33,무직,21:00~23:59,이용하지 않음
41501,남,78,무직,21:00~23:59,15:00~17:59
41601,남,62,서비스/판매직,15:00~17:59,15:00~17:59
41602,여,59,생산직,12:00~14:59,이용하지 않음
41701,여,25,주부,12:00~14:59,이용하지 않음
41801,여,27,주부,9:00~11:59,이용하지 않음
41901,여,55,사무직,12:00~14:59,15:00~17:59
42001,남,67,생산직,15:00~17:59,15:00~17:59
42101,여,47,생산직,21:00~23:59,15:00~17:59
42201,여,74,무직,이용하지 않음,9:00~11:59
42301,여,63,무직,이용하지 않음,15:00~17:59
42702,여,41,주부,21:00~23:59,21:00~23:59
42801,남,72,무직,15:00~17:59,15:00~17:59
42901,남,31,사무직,이용하지 않음,15:00~17:59
43002,여,65,주부,15:00~17:59,15:00~17:59
43201,여,46,사무직,이용하지 않음,12:00~14:59
43202,여,19,학생,21:00~23:59,21:00~23:59
43901,여,30,주부,15:00~17:59,18:00~20:59
44501,여,34,주부,12:00~14:59,이용하지 않음
44502,남,35,생산직,12:00~14:59,18:00~20:59
44601,여,39,주부,18:00~20:59,12:00~14:59
44602,남,40,생산직,24:00~5:59,이용하지 않음
44701,여,83,주부,12:00~14:59,12:00~14:59
45101,여,43,사무직,21:00~23:59,21:00~23:59
45501,여,65,서비스/판매직,15:00~17:59,15:00~17:59
45701,여,33,주부,12:00~14:59,12:00~14:59
45801,남,23,생산직,21:00~23:59,18:00~20:59
46001,여,36,사무직,21:00~23:59,21:00~23:59
46201,여,44,사무직,12:00~14:59,12:00~14:59
46301,여,27,생산직,12:00~14:59,21:00~23:59
46601,남,46,무직,12:00~14:59,12:00~14:59
46702,여,57,주부,18:00~20:59,이용하지 않음
47001,남,54,생산직,12:00~14:59,12:00~14:59
47101,남,49,사무직,18:00~20:59,21:00~23:59
47102,여,46,사무직,12:00~14:59,12:00~14:59
47202,남,64,생산직,12:00~14:59,12:00~14:59
47401,남,47,사무직,15:00~17:59,15:00~17:59
47402,여,43,주부,18:00~20:59,9:00~11:59
47403,남,19,학생,21:00~23:59,18:00~20:59
47502,여,64,생산직,15:00~17:59,15:00~17:59
47601,남,68,무직,15:00~17:59,15:00~17:59
47801,여,43,서비스/판매직,21:00~23:59,이용하지 않음
47901,여,51,서비스/판매직,21:00~23:59,이용하지 않음
47902,여,19,학생,18:00~20:59,이용하지 않음
48101,남,53,사무직,12:00~14:59,21:00~23:59
48801,여,61,무직,12:00~14:59,12:00~14:59
49101,남,75,무직,15:00~17:59,15:00~17:59
49102,여,72,무직,18:00~20:59,18:00~20:59
49501,여,27,서비스/판매직,21:00~23:59,9:00~11:59
49502,남,29,생산직,21:00~23:59,12:00~14:59
49701,남,83,무직,12:00~14:59,12:00~14:59
49801,여,26,주부,12:00~14:59,이용하지 않음
50001,여,48,주부,12:00~14:59,이용하지 않음
50101,여,47,생산직,15:00~17:59,12:00~14:59
50301,여,25,학생,21:00~23:59,12:00~14:59
50401,남,28,사무직,21:00~23:59,21:00~23:59
50601,여,52,사무직,15:00~17:59,12:00~14:59
50901,여,45,사무직,21:00~23:59,21:00~23:59
50902,남,44,사무직,21:00~23:59,21:00~23:59
51001,남,27,사무직,21:00~23:59,21:00~23:59
51901,여,46,사무직,21:00~23:59,21:00~23:59
51902,여,41,무직,21:00~23:59,이용하지 않음
52101,여,59,주부,15:00~17:59,이용하지 않음
52202,여,17,학생,21:00~23:59,21:00~23:59
52401,남,22,서비스/판매직,21:00~23:59,18:00~20:59
52501,남,46,사무직,12:00~14:59,이용하지 않음
52601,여,48,주부,21:00~23:59,15:00~17:59
52901,남,60,생산직,18:00~20:59,18:00~20:59
53101,남,71,무직,15:00~17:59,15:00~17:59
53201,남,34,서비스/판매직,21:00~23:59,이용하지 않음
53202,여,34,주부,21:00~23:59,이용하지 않음
53401,여,64,생산직,18:00~20:59,이용하지 않음
53402,남,64,생산직,12:00~14:59,15:00~17:59
53501,여,56,주부,15:00~17:59,21:00~23:59
53502,남,59,서비스/판매직,12:00~14:59,이용하지 않음
53601,여,36,사무직,21:00~23:59,이용하지 않음
53602,여,57,서비스/판매직,15:00~17:59,이용하지 않음
53801,여,56,생산직,21:00~23:59,이용하지 않음
53802,남,26,사무직,21:00~23:59,21:00~23:59
53901,남,58,사무직,21:00~23:59,21:00~23:59
54301,여,34,서비스/판매직,이용하지 않음,21:00~23:59
54401,여,27,서비스/판매직,21:00~23:59,24:00~5:59
54601,남,46,사무직,12:00~14:59,이용하지 않음
54602,여,14,학생,21:00~23:59,21:00~23:59
54701,남,38,생산직,21:00~23:59,21:00~23:59
55001,여,71,사무직,9:00~11:59,이용하지 않음
55201,남,36,사무직,21:00~23:59,15:00~17:59
55301,남,45,사무직,21:00~23:59,15:00~17:59
55401,여,59,주부,21:00~23:59,이용하지 않음
55501,여,49,서비스/판매직,12:00~14:59,이용하지 않음
55601,여,50,서비스/판매직,이용하지 않음,12:00~14:59
55701,남,65,무직,15:00~17:59,이용하지 않음
55801,여,70,주부,12:00~14:59,이용하지 않음
57301,남,22,학생,21:00~23:59,18:00~20:59
57601,여,21,학생,21:00~23:59,18:00~20:59
57701,남,25,학생,21:00~23:59,18:00~20:59
57801,여,68,서비스/판매직,12:00~14:59,이용하지 않음
57802,남,74,서비스/판매직,18:00~20:59,15:00~17:59
57901,남,56,생산직,18:00~20:59,12:00~14:59
58001,남,44,서비스/판매직,18:00~20:59,18:00~20:59
58101,남,60,생산직,18:00~20:59,18:00~20:59
58201,남,28,서비스/판매직,18:00~20:59,12:00~14:59
58501,남,38,생산직,18:00~20:59,18:00~20:59
58601,남,47,생산직,21:00~23:59,21:00~23:59
58701,남,30,사무직,21:00~23:59,21:00~23:59
59502,남,76,무직,9:00~11:59,9:00~11:59
60101,남,21,무직,9:00~11:59,12:00~14:59
60401,남,60,생산직,15:00~17:59,12:00~14:59
60501,여,41,주부,15:00~17:59,12:00~14:59
60601,여,18,기타,12:00~14:59,9:00~11:59
60701,여,42,주부,12:00~14:59,15:00~17:59
60801,남,39,서비스/판매직,15:00~17:59,9:00~11:59
60901,남,51,생산직,15:00~17:59,이용하지 않음
61001,여,50,사무직,15:00~17:59,이용하지 않음
61101,여,34,주부,15:00~17:59,18:00~20:59
61201,여,35,서비스/판매직,12:00~14:59,18:00~20:59
61301,여,31,주부,9:00~11:59,15:00~17:59
61401,여,36,주부,15:00~17:59,9:00~11:59
61502,여,42,서비스/판매직,15:00~17:59,15:00~17:59
61601,남,64,무직,9:00~11:59,18:00~20:59
61701,여,35,주부,18:00~20:59,21:00~23:59
61801,여,38,주부,9:00~11:59,15:00~17:59
61901,여,42,주부,12:00~14:59,이용하지 않음
62402,여,55,서비스/판매직,이용하지 않음,15:00~17:59
62601,여,56,생산직,18:00~20:59,이용하지 않음
62701,남,72,생산직,이용하지 않음,12:00~14:59
62901,남,75,생산직,12:00~14:59,12:00~14:59
63002,여,53,생산직,이용하지 않음,18:00~20:59
63301,여,48,생산직,18:00~20:59,18:00~20:59
63501,남,66,서비스/판매직,18:00~20:59,18:00~20:59
64902,남,26,서비스/판매직,21:00~23:59,21:00~23:59
65001,여,67,주부,12:00~14:59,15:00~17:59
65002,남,75,무직,12:00~14:59,12:00~14:59
65201,여,22,학생,12:00~14:59,15:00~17:59
65401,여,60,주부,15:00~17:59,이용하지 않음
65501,여,57,주부,12:00~14:59,15:00~17:59
65502,남,33,사무직,21:00~23:59,15:00~17:59
65602,남,64,무직,15:00~17:59,9:00~11:59
66001,남,68,생산직,21:00~23:59,12:00~14:59
66101,여,37,주부,18:00~20:59,18:00~20:59
66301,여,55,주부,21:00~23:59,21:00~23:59
66302,여,30,사무직,18:00~20:59,15:00~17:59
66303,남,24,서비스/판매직,21:00~23:59,15:00~17:59
66501,여,62,서비스/판매직,15:00~17:59,12:00~14:59
66502,남,38,사무직,21:00~23:59,15:00~17:59
66601,남,37,생산직,18:00~20:59,18:00~20:59
66701,남,31,사무직,18:00~20:59,21:00~23:59
66702,여,34,사무직,21:00~23:59,15:00~17:59
66801,남,37,생산직,21:00~23:59,이용하지 않음
66802,여,33,주부,21:00~23:59,이용하지 않음
66901,여,40,서비스/판매직,21:00~23:59,이용하지 않음
66902,남,40,사무직,18:00~20:59,15:00~17:59
67001,여,43,주부,21:00~23:59,21:00~23:59
67002,남,43,생산직,18:00~20:59,이용하지 않음
67101,남,32,사무직,18:00~20:59,12:00~14:59
67201,남,21,학생,18:00~20:59,18:00~20:59
67301,남,52,사무직,21:00~23:59,21:00~23:59
67401,남,43,사무직,18:00~20:59,18:00~20:59
67501,남,48,사무직,18:00~20:59,18:00~20:59
67601,여,35,사무직,18:00~20:59,15:00~17:59
67701,여,43,사무직,21:00~23:59,21:00~23:59
68001,남,51,서비스/판매직,18:00~20:59,18:00~20:59
68401,여,27,학생,12:00~14:59,12:00~14:59
68501,남,27,학생,12:00~14:59,12:00~14:59
68601,남,53,생산직,15:00~17:59,15:00~17:59
68701,여,50,사무직,15:00~17:59,12:00~14:59
68901,남,30,사무직,21:00~23:59,15:00~17:59
69001,여,62,주부,15:00~17:59,이용하지 않음
69301,남,33,무직,12:00~14:59,12:00~14:59
69401,여,49,사무직,21:00~23:59,15:00~17:59
70001,여,49,주부,15:00~17:59,이용하지 않음
70002,남,18,학생,15:00~17:59,15:00~17:59
70501,남,50,사무직,12:00~14:59,9:00~11:59
70502,여,26,주부,9:00~11:59,9:00~11:59
70601,여,33,주부,9:00~11:59,9:00~11:59
70701,남,26,생산직,18:00~20:59,12:00~14:59
70702,여,30,주부,12:00~14:59,12:00~14:59
70902,남,24,무직,12:00~14:59,12:00~14:59
71002,남,23,학생,15:00~17:59,15:00~17:59
71102,남,31,서비스/판매직,15:00~17:59,15:00~17:59
71401,남,42,생산직,12:00~14:59,15:00~17:59
71601,남,26,학생,이용하지 않음,12:00~14:59
71701,남,30,생산직,12:00~14:59,15:00~17:59
71801,여,51,생산직,15:00~17:59,15:00~17:59
71802,남,32,생산직,12:00~14:59,12:00~14:59
71903,남,37,생산직,15:00~17:59,15:00~17:59
71904,여,39,무직,15:00~17:59,12:00~14:59
72101,여,41,주부,15:00~17:59,이용하지 않음
72102,남,44,사무직,15:00~17:59,이용하지 않음
72201,여,42,주부,15:00~17:59,15:00~17:59
72202,남,13,학생,18:00~20:59,12:00~14:59
72301,여,47,서비스/판매직,15:00~17:59,이용하지 않음
72302,남,43,서비스/판매직,21:00~23:59,21:00~23:59
72402,남,48,생산직,이용하지 않음,15:00~17:59
72801,남,60,생산직,12:00~14:59,12:00~14:59
73201,여,68,무직,12:00~14:59,12:00~14:59
73402,남,30,생산직,21:00~23:59,9:00~11:59
75501,남,46,사무직,21:00~23:59,21:00~23:59
78101,여,33,사무직,9:00~11:59,12:00~14:59
78201,여,30,주부,21:00~23:59,21:00~23:59
78202,남,35,사무직,12:00~14:59,18:00~20:59
78301,여,18,학생,24:00~5:59,24:00~5:59
78401,여,48,주부,12:00~14:59,12:00~14:59
78501,남,45,사무직,9:00~11:59,이용하지 않음
78601,여,40,주부,12:00~14:59,15:00~17:59
78701,여,34,사무직,21:00~23:59,12:00~14:59
78702,여,59,서비스/판매직,15:00~17:59,12:00~14:59
78801,남,60,무직,12:00~14:59,15:00~17:59
78802,여,59,서비스/판매직,12:00~14:59,15:00~17:59
78901,여,44,서비스/판매직,12:00~14:59,15:00~17:59
78902,남,17,학생,12:00~14:59,15:00~17:59
79101,남,23,학생,21:00~23:59,21:00~23:59
79501,여,28,주부,15:00~17:59,15:00~17:59
79902,여,32,주부,9:00~11:59,12:00~14:59
80101,남,46,생산직,12:00~14:59,12:00~14:59
80102,남,18,학생,12:00~14:59,21:00~23:59
80201,남,59,생산직,12:00~14:59,15:00~17:59
80301,남,31,무직,21:00~23:59,15:00~17:59
80401,여,35,주부,18:00~20:59,12:00~14:59
80501,여,26,주부,9:00~11:59,18:00~20:59
80601,남,48,사무직,18:00~20:59,12:00~14:59
80602,여,49,주부,18:00~20:59,12:00~14:59
80701,남,50,생산직,15:00~17:59,15:00~17:59
80702,여,20,학생,12:00~14:59,21:00~23:59
80801,남,30,서비스/판매직,18:00~20:59,15:00~17:59
