old_index,title,release_date,series_or_movies,drama,comedy,action,thriller,romance,crime,adventure,animation,fantasy,family,sci-fi,mystery,horror,documentary,biography,history,music,short,sport,war,musical,reality-tv,western,game-show,talk-show,Title for Crawling,Image,korean_title,english_title,num_of_netizen
58,Miss Baek,2018-10-11,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missbaek,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRN8pRScrbI4_pfun7KQdah8Cj-o8g2erBo4EuGSPzcNynBD-XkWSC67gDdZrtL3mPUaENU5NH3l3T6WwbPg9dzXjA.jpg?r=a54,미쓰백,missbaek,8671
74,Keys To The Heart,2018-01-26,Movie,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,keystotheheart,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRbFw-Te0EQ4Xuva03luk_sW4C3tBxJpqZST2J5pIVjOGAYbyNg4GY7DO90-n3lTHXnUVn-eJr99zr-fnkSYEPyt9A.jpg?r=25c,그것만이 내 세상,keystotheheart,15829
75,Intimate Strangers,2004-09-03,Movie,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,intimatestrangers,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbPuiZUIyySIY_Q9dzy_4XRqGTkp1-eDAg7OxyjqHuYaQes1R_mRTWOBf4GZzSnwWr-zoouYrgwZknvtQQw8ooc-tw.jpg?r=832,완벽한 타인,intimatestrangers,23874
78,Gonjiam  Haunted Asylum,2018-03-28,Movie,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,gonjiamhauntedasylum,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQIFZyT1ECJvasQDzij2y3rt7hCFRdkkcP_4KCtH7wiRK_YTaTTQC_RWT3SJZXlFsjNggYB41-qkcjvXdrlLO-Criw.jpg?r=312,곤지암,gonjiamhauntedasylum,16845
79,Golden Slumber,2010-01-30,Movie,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,goldenslumber,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVdjRFHyZ9u8T9gDHE8GQs5fT0tcbV2SGbagdNUaoHB0MA5sfFDG8qrEeuo5Javfoc5IiNttCFnFWvj16CA2hyjy1w.jpg?r=bae,골든슬럼버,goldenslumber,9609
80,Extreme Job,2019-06-21,Movie,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,extremejob,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXq2et4bjVAKcs3OfgiPBIzCNkBQYMx19f_EokjuFz_U6yzLK_pnicslRt-lElkJpPh_Y52yYp6--4QGDAFBROLNew.jpg?r=713,극한직업,extremejob,47554
81,Default,2018-11-28,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,default,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYsqGiT9BR1ZX4olvlXrmtXPMpK9A01qHWTrHXDjC5_f7oPzP_Aj4Gv4q5avnY2-F-fZjKR9w21yWePQ7uFBokBsWw.jpg?r=59a,국가부도의 날,default,14744
90,The Accidental Detective 2  In Action,2018-06-22,Movie,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theaccidentaldetective2inaction,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaHCjN-6B-wAcoCj9gnfYN2JM4X84Hr2sjzRcH-96qVn0e7F-9NmwackNzxSXlLcu9CfZK8Ar5Un5FhBXrc40GfsMA.jpg?r=489,탐정: 리턴즈,theaccidentaldetective2inaction,10084
92,1987  When the Day Comes,2018-01-12,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987whenthedaycomes,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZ4s5_1TWOC5V3oq5XD7jPijHsiW42SvEym4xH8MZ6lR_2SsQXJNeHbZxbysrTxwMtj1acNLBcg6luD_xCGqN20jvw.jpg?r=837,1987,1987whenthedaycomes,33657
190,Space Sweepers,2021-02-05,Movie,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spacesweepers,https://occ-0-4039-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc29R8hCxhVgs6jKH76299hgQOdUTdP-ajCbkUMBmDbgLbLqn2QWC7WVX0QLBAx--u0bSM-iRJPUm_tCE4RvBiSw1s3C8u10tQQ4_oJzPmCnwsUDmQ1COrit5OY.jpg?r=1de,승리호,spacesweepers,7672
271,Samjin Company English Class,2020-10-21,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,samjincompanyenglishclass,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXMpsEZ8oLvOno7_FnwRmHjpxXvGEfjHcxIAIKH6UwLxVJhPJGCBv86vhpVVDBBrgqs0JmL5KEBaUU8AN8txLVBEPg.jpg?r=59c,삼진그룹 영어토익반,samjincompanyenglishclass,8780
698,Take Point,2018-12-26,Movie,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,takepoint,https://occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc-nARfFECrwZdomVPy0YQq2FuL70N2TucVVSdrtnTodaYwNNGSfOkbLN5rouUb2zCSKYvqLt5OY0TmZEHKPU3TGUA.jpg?r=98f,PMC: 더 벙커,takepoint,10998
1026,The Swindlers,2017-12-01,Movie,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theswindlers,https://occ-0-3467-3466.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWHsqFf8JkpGVt30zu18uhWZsXMNNDihJSxPa4DKetcr1DK2bAkwq53rjsIMqpS0UQkwlRe3Jaw802E3II52TVtPVQ.jpg?r=2f8,꾼,theswindlers,12829
1678,A Resistance,2019-02-27,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aresistance,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa0oqA1OEa86NyvYzDPdKHuwe2narAe2T34sM9RWIrYSTDNiPUOQ4HAv-7ES8pZsV9S63NwsLOLZkiyOtjJx0ck0VA.jpg?r=848,항거:유관순 이야기,aresistance,7460
1680,Tazza  One Eyed Jack,2019-09-20,Movie,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tazzaoneeyedjack,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVpTjkxu8VUeq8WeKwCFwmu0BD2AkhKCN80KznKzhLZ2K7CjklszN6zTtVmrdoj2-x-3tj1NRrIUw7R0-tlxPFccM1ZEsGKsBBus7xiH3bgB5oToDzi0FhdpFiEK7eRF7H_4NbFLQEAR22azCRgRvHJfvA.jpg?r=0a6,타짜: 원 아이드 잭,tazzaoneeyedjack,12683
1681,Forbidden Dream,2019-12-26,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,forbiddendream,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfFmxNitd4Cnnk7SUSeZoTYutFxZwo_kX60jZHIhTQVZ1WqrpgWDiIZ9UtUA1Ri0BP1H_WDq2v-EnJ2yI6dcAEAVhg.jpg?r=9f4,천문: 하늘에 묻는다,forbiddendream,12582
1682,Kim Ji-Young  Born 1982,2019-10-23,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kimjiyoungborn1982,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSBjYsTKCVDTBdpm-hVD9IxHXoWbL_3GaoPktHD8kRadlb9C_KVZOJjxN7Vi00lsyzVAhrQexwW-0cKxfKUEF0_2xT19lsbH_OKLXi5MiRIxCmWHsrC3SRmIIBglf8wJC_ZFZkYl3b__oxRpt4wQwUETVg.jpg?r=38e,82년생 김지영,kimjiyoungborn1982,50558
1683,Hitman  Agent Jun,2020-01-22,Movie,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hitmanagentjun,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYtSfLl2Q1FTFieVH5OXqcW6hJd2OrXEcj__Sh17-7mpqQustDOEh_CGoacMIB2yjzQWP5h8sd3qBF_ewusMkLM1Ei6GiJRSE3axhCnFgm1Ym83NylOVAPyz8AT_0_ztUTJprhnbH57unBx-tYyZKlf7bw.jpg?r=d30,히트맨,hitmanagentjun,12634
1684,The Divine Fury,2019-07-31,Movie,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thedivinefury,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZS0GvHpsdF1y63esqzk8-xoCalvOxCqST94c0Oy7zJaIWdzTRD59-Y53J_FYWKK5APaH24d8yFfjCl6mpcxS2cMT8MIAvTTw-DXTjPYbpuvKN0dZmQug9dfmawqj3dwQRFQ_lVrwg56kByVQYWpojIIbA.jpg?r=60a,사자,thedivinefury,13737
1764,The Battle  Roar to Victory,2019-08-16,Movie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,thebattleroartovictory,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABd4Tk5QFiwefIVF6e8B5tjiQoaQVNn6axfWUu3jbrdRtxd7Yr2kN6psNHG5QIwvJ5hl4Xz9AjjJzv8nIM3QBJGnYx0dnSjBC8lWvOHqJKK-4di87rSEnh8h4G76lHsh-Qm6kdCkxTLMw7uAdiikPyQkXng.jpg?r=aba,봉오동 전투,thebattleroartovictory,24943
2475,Race to Freedom  Um Bok Dong,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,racetofreedomumbokdong,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU5c5z2Rk200hOhrdd_2R7ILIbAuy9mQmi7w0VRPQHbKyKYc4A7-KLvisicYQBOstEh80eruQastY-nkzsHD3yjTbg.jpg?r=f78,자전차왕 엄복동,racetofreedomumbokdong,8277
2919,#Alive,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alive,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWKsegq9Iyegqn0IVgx6Uul4OQYTXtYmyLo4jFdVwRfOvC_hmLW4nkbAqNBiMs4SNIjq1_FWxsRzcubtyWi8FW_Etly4qb80Wqe-4DToXsPeQELn6DGA7ByXwBQ.jpg?r=9a6,#살아있다,alive,18646
2972,Innocent Witness,2019-02-13,Movie,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,innocentwitness,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRF2noOmXAmYHTr9_Sy5eElcFbs32S1M975_e21GgQfRAu0uuQ75CS_yRtCbhB1SA8m0oUu67DJ_Kr_hSQa0ozPEAw.jpg?r=7e3,증인,innocentwitness,13031
3123,Honest Candidate,2020-02-12,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,honestcandidate,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYmCf_PAlkqPEiCnRS7L4wnSnXshEssP7j0DURP09yO4VxuH91xfzHMZEY67WDJ6p6Nvwtdpv2DISTTvoyM9EbfxlA4Fh922fRj1C48vH1m7a9Q0MT7Ht52WaVduPy5knArs8oc5y43bW2yRbmvMobkp1w.jpg?r=f59,정직한 후보,honestcandidate,6817
3124,Fast & Furious Presents  Hobbs & Shaw,2013-05-24,Movie,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fastfuriouspresentshobbsshaw,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABb-gf_DKrPHaDcb_FOCEhwXfBKUxMdEU8U-QTLBfvbXkP7LNu1KaP1a3QWPPPFqiZIyI_gnDWHzcKvKVow_-1HX1Yg.jpg?r=6e6,분노의 질주: 홉스&amp;쇼,fastfuriouspresentshobbsshaw,8677
3454,Time to Hunt,2020-04-10,Movie,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,timetohunt,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWdlRQMK09Fus62JSq79BnwyvtLwlRqaJPgPJtkfCEFMqz9hZluyyBtaiyhKA56rsrgw_Jspc0pDYyIONnTJB38CbEF8HgWrfmDcTVVDfgxOBa6zKGgeX_GRm_k.jpg?r=65c,사냥의 시간,timetohunt,9676
3470,The Man Standing Next,2020-01-24,Movie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,themanstandingnext,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVYg3mzwLpVuVtfEskVqbukc6uGELQcX0jI6t7128t60TYCK3NPiS6cnxKhmjcWjhVEInE9kaBS8ghhAreHiA1gOHw.jpg?r=e1d,남산의 부장들,themanstandingnext,18169
3632,Howl s Moving Castle,2005-06-17,Movie,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,howlsmovingcastle,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVNZ9newLwYhvXxwhyeYzgX6UphLi2Ub0-1vofHo6UfIMqD60LI6CWTEzc4Nf00BAG239fG8jA68hg_ACfIpCA2enw.jpg?r=6a0,하울의 움직이는 성,howlsmovingcastle,12256
3708,Start-Up,2019-12-18,Movie,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,startup,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeqncs7Ih4xhnDo0zoBAakNRFUhl7lLiUTGpSmae6wVewrFSrl8SRhaB9piG6FbbVkuyAfrQ79Xa4Y-7o7gtU0BfWg.jpg?r=ded,시동,startup,10726
3855,Black Money,2019-11-13,Movie,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackmoney,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaZ7KmRA2ln46RFvRitO5OZZRr1J4dkvA4tlLL5JM67lHzxrjkp85fjsczsj4C3FDSicrB-12OwUx3RxCN_HPvwuXw.jpg?r=e28,블랙머니,blackmoney,6604
3936,Intention,2018-04-12,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,intention,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbgojPSj25Hjp-7RGG8yZYvZyfDlKilWwKAEWE92dzuEVKDcYSVjIO5AOeEVmgOPZeUKZwinyN8_XI-VDoKDXe5oqA.jpg?r=53a,"그날, 바다",intention,10461
3989,The Dude In Me,2019-01-09,Movie,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thedudeinme,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa7ObLVAWTlSpQKU35XAaNVdUDiUvORaBkoYd7uu1Yz8H52iHSw-ZmP45L8-on95IeELDoBgEbnvB-BbWUs_HAS_dA.jpg?r=d10,내안의 그놈,thedudeinme,11901
4054,Crazy Romance,2019-10-02,Movie,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,crazyromance,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYA1U1LnS9cllSbVlljA5wAyzOW-K81NQyKM-OC57J1miMPtlEC9Ey_5i4NlBBu_2S6zHN3ZSsmQSmlOc-vM9G2L9Q.jpg?r=845,가장 보통의 연애,crazyromance,7895
4578,Tune in for Love,2019-11-05,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuneinforlove,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXtuZtfACOsYXXl94YnoEcG3Bw9lWPqHbpBWClpY90WKEI7dt2eQIxmKBh4bvEX6uCVwEWAW__WyQR0K-VqTN1BAxgnYU66_Qxqfu3LgcMNxZ071-Qrb0xjGkjk.jpg?r=3bc,유열의 음악앨범,tuneinforlove,9279
4820,The Fortress,2017-10-20,Movie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,thefortress,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABediqmmKgy6Qb2BeOsdpjqTZav9avlWbIOY4JH1dsWrmMDImL4aTXfY0Sbk3UMBmTd_KWgGTm_tOAIOy4d1in_qsGg.jpg?r=7e8,남한산성,thefortress,17203
4935,Our President,2017-06-02,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ourpresident,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZQgAapw1By8pxZdofAByomJ8R3Nfy3ZYwxXm8Ga_J5BHh5iuf3dpYds6fHKYjBcjXkp9GtKsa7fuy8Z90vGd8q4PQ.jpg?r=a0f,노무현입니다,ourpresident,14812
4936,The Battleship Island,2017-07-26,Movie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,thebattleshipisland,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABemvIy5CyUjBDC8Ta8xlAilvu9FMXd1A1jJEu6LPVKKLxYS1YBAj_CuwkQiBJqnGcUBUxYgdTKp0mu7pnXCGYQto0Q.jpg?r=1d8,군함도,thebattleshipisland,53570
4938,Real,2011-10-07,Movie,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,real,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABR0JPQ2Far9bVoZQYxIuHcAiO4g2XcoRVlU2L5heViHcYWw08ymJXt4MFnAkRx297llPOsXYAN4N3CPDy_CfHHrROw.jpg?r=682,리얼,real,12634
4939,The Merciless,2017-05-18,Movie,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,themerciless,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWFsLBYBCcsP_dHelHNJg5UMpy9WoLlW8erZG2eeD7VJ7IxAgnsmU7jcjgxwL3YbWkgEQOy-le2m152279GihJ20kQ.jpg?r=ff0,불한당: 나쁜 놈들의 세상,themerciless,13098
4940,Seondal  The Man Who Sells the River,2016-07-06,Movie,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,seondalthemanwhosellstheriver,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABT0qL2kCqt20Bb_-5rYn0Yj8v-vkJNrSh11iXXQqawxH09pRv9npgRrpRwTBufM8vH26poG502RDClNx_s2J_h7A0Q.jpg?r=f1f,봉이 김선달,seondalthemanwhosellstheriver,8439
4941,The King s Case Note,2017-04-28,Movie,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,thekingscasenote,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABejXLihs3QDn6VLIrIA_FTjKx8BojsA39yYstujq8O8eUncKlhCwlcWElE13JEUk1YklNBg9j4lDMtJEsOh7rdtPRA.jpg?r=ee2,임금님의 사건수첩,thekingscasenote,8009
4944,A Taxi Driver,2017-08-11,Movie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ataxidriver,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAAAR1xBquczt9wWseQ2N1LLUh0BhAoRv3li8V76b7lRIonKrHMx-Y-cGb9KUOskocEDvMKXwBOCy6_CxzHNeGYhLlg1g.jpg?r=e78,택시운전사,ataxidriver,49603
4946,Fabricated City,2017-02-24,Movie,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fabricatedcity,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAAAexaxdzfW3PH_rugLxuZ_XIBY6ovV1_h5fJn9P6Yta7FqxVMBualWPWeheQa0ZZ6SQmKs-7w8tv0kgjfEtTEI0fUBA.jpg?r=8a5,조작된 도시,fabricatedcity,17464
4947,Confidential Assignment,2017-02-03,Movie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confidentialassignment,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAAAXyztSIGa92rxXkAtlYX7e7N09bgs54uljlgfHBYSmczHUrKanp6xSYSPeZEYPlCkAlHcLs0zDPeMlyWL5dezyfkeA.jpg?r=8d5,공조,confidentialassignment,25207
5223,The Princess and the Matchmaker,2018-02-23,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,theprincessandthematchmaker,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTMW8CjwBZ_pd5ciCgIsewkFWx2FJoI7fv4IHVFVeNpgT_yWCW3irXb430pmJad3LYjBoX-tI434p7vJZDF9npPvXw.jpg?r=2b2,궁합,theprincessandthematchmaker,8874
5228,Memories of Matsuko,2006-05-27,Movie,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,memoriesofmatsuko,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaTLEHJOGpUyMi9osuuZOxTGCr-flGwSC6krpEdxPI2fx5sTdB8ldmKJCDSpIxFrHm4YxrETSxGz6KGjWA05Vv46Qg.jpg?r=8c6,혐오스런 마츠코의 일생,memoriesofmatsuko,6381
5231,Be with You,2018-04-06,Movie,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bewithyou,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAAAfOaLnP2zDCon6KpIknG_QYLI1dbTCt3VePukW2xFMPZpDq8XChZv0GxAKe6KXWTP8S35hxlWD4vi38TaFXpjH8vOg.jpg?r=bab,지금 만나러 갑니다,bewithyou,13854
5234,On Your Wedding Day,2018-08-22,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,onyourweddingday,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY5wfSxG0lEgtx_Dp94rwCgk5rcQD1xs_Ox6ZErytNR4d5JBdrrpIYdqlDV-MoLe4SwBnITsG01SQ_3GzVKf2Dy_YA.jpg?r=9dd,너의 결혼식,onyourweddingday,17031
5305,The Sheriff in Town,2017-05-03,Movie,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thesheriffintown,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABddUH2Xtz3rv8zEEwd4H4t6hjjzPygQKdjPAXb-fKSdk13v8SbfAqhRi8McnISLN1y9dgcLKSDDhy9G5U7H2aVjPPw.jpg?r=c05,보안관,thesheriffintown,9423
5312,Midnight Runners,2017-08-25,Movie,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,midnightrunners,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAAAXnXuPRuA9LbBl0_pTn8_hU9Czc1OrFR8QZA4pk1AyElLUL8tvAf2mRgXEqXB4P6V2X_XUIWnFveY3ip4OpDFOhd9g.jpg?r=137,청년경찰,midnightrunners,20059
5313,"Love, Lies",2016-04-13,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lovelies,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZUV8NXymQjvHhlvd4iQTpa6VUH-pjGGMiLmAhXcGuy9S-i8NZjPdM9j7XPKhYjuvOoqoxwp43Sclc1QPHtVyOi2ag.jpg?r=cd0,해어화,lovelies,6607
5350,The Front Line,2011-07-20,Movie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,thefrontline,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYiuIdNfsZx_8fxLA24hESYwPU9DKC76utGbNyJjYzWtKJzAdwO9P8TPTowN4tcQYr0dnr9D9cbqQ6ejXEuaEvbrMQ.jpg?r=9e8,고지전,thefrontline,11124
