PID,성별,연령,직업,학력,ott 주중 이용시간대,ott 주말 이용시간대
73401,여,30대,사무직,고졸이하,6,6
61801,여,20대,주부,대졸이상,5,5
71901,여,50세 이상,서비스/판매직,고졸이하,4,3
72001,여,50세 이상,서비스/판매직,고졸이하,3,4
72402,여,50세 이상,서비스/판매직,고졸이하,4,4
72501,여,50세 이상,생산직,대졸이상,3,3
72902,여,40대,주부,대졸이상,3,4
60001,여,50세 이상,무직,고졸이하,4,4
70801,여,30대,주부,대졸이상,3,6
43902,여,30대,사무직,대졸이상,2,2
54503,여,10대,학생,대학생/대학원생,6,2
55302,여,30대,서비스/판매직,고졸이하,5,5
7101,여,40대,사무직,대졸이상,5,5
7302,여,50세 이상,서비스/판매직,고졸이하,5,5
7403,여,20대,무직,대졸이상,6,6
8201,여,40대,주부,대졸이상,5,5
8302,여,30대,주부,대졸이상,5,5
8401,여,30대,사무직,대졸이상,6,6
6601,여,30대,주부,대졸이상,6,6
8801,여,30대,주부,대졸이상,4,0
8901,여,40대,주부,대졸이상,4,0
9101,여,30대,사무직,대졸이상,6,6
9602,여,20대,사무직,대졸이상,3,3
9902,여,30대,사무직,대졸이상,3,0
10101,여,40대,사무직,고졸이하,0,3
10201,여,50세 이상,주부,고졸이하,4,0
5901,여,30대,서비스/판매직,고졸이하,3,3
54701,여,40대,서비스/판매직,대졸이상,6,0
6403,여,10대,학생,중/고등학생,0,4
8601,여,50세 이상,주부,고졸이하,4,0
56101,여,30대,사무직,대졸이상,7,7
59401,여,40대,사무직,대졸이상,0,5
57101,여,30대,생산직,고졸이하,6,5
57902,여,20대,학생,대학생/대학원생,3,3
58101,여,50세 이상,주부,대졸이상,4,4
58601,여,40대,사무직,고졸이하,4,4
6202,여,20대,사무직,대졸이상,6,0
58602,여,10대,학생,중/고등학생,5,5
58802,여,50세 이상,서비스/판매직,고졸이하,5,5
59201,여,20대,주부,고졸이하,4,4
59301,여,40대,서비스/판매직,고졸이하,3,5
28401,여,50세 이상,생산직,고졸이하,5,5
28301,여,50세 이상,주부,고졸이하,0,4
134701,여,50세 이상,주부,고졸이하,3,0
58701,여,30대,생산직,고졸이하,4,3
18801,여,20대,주부,대졸이상,4,4
233402,여,20대,서비스/판매직,대졸이상,0,4
264901,여,30대,사무직,대졸이상,6,6
153002,여,30대,주부,고졸이하,3,2
152602,여,50세 이상,주부,고졸이하,4,4
152501,여,50세 이상,주부,고졸이하,2,2
148701,여,50세 이상,서비스/판매직,고졸이하,6,0
148101,여,30대,사무직,대졸이상,6,0
147601,여,30대,사무직,대졸이상,6,0
147301,여,20대,서비스/판매직,대졸이상,5,3
154004,여,20대,사무직,대졸이상,6,3
201201,여,50세 이상,주부,대졸이상,4,0
173702,여,40대,주부,고졸이하,3,3
174102,여,50세 이상,주부,고졸이하,3,3
193101,여,50세 이상,주부,고졸이하,4,4
192703,여,40대,생산직,대졸이상,6,5
191203,여,20대,무직,고졸이하,6,6
190901,여,50세 이상,주부,고졸이하,3,2
190201,여,20대,사무직,고졸이하,6,6
190001,여,20대,생산직,대졸이상,3,3
187301,여,40대,사무직,고졸이하,4,0
187601,여,50세 이상,무직,고졸이하,3,3
187902,여,10대,학생,중/고등학생,0,2
188102,여,50세 이상,주부,대졸이상,2,4
188201,여,50세 이상,주부,대졸이상,3,2
188301,여,30대,주부,대졸이상,4,0
153901,여,30대,주부,고졸이하,4,4
188401,여,50세 이상,서비스/판매직,대졸이상,3,3
188601,여,50세 이상,주부,대졸이상,4,4
189501,여,30대,주부,고졸이하,4,4
193202,여,50세 이상,주부,고졸이하,4,0
189702,여,50세 이상,주부,고졸이하,4,4
189801,여,50세 이상,주부,대졸이상,3,3
189901,여,30대,서비스/판매직,대졸이상,3,3
188402,여,20대,학생,대학생/대학원생,3,3
154003,여,20대,사무직,대졸이상,6,6
154101,여,40대,주부,고졸이하,3,0
146202,여,20대,사무직,대졸이상,6,6
139601,여,50세 이상,무직,고졸이하,0,4
139701,여,50세 이상,서비스/판매직,고졸이하,7,7
140001,여,40대,사무직,대졸이상,6,5
140004,여,20대,학생,대학생/대학원생,6,6
140905,여,10대,학생,중/고등학생,0,4
145301,여,30대,주부,대졸이상,3,0
138501,여,40대,사무직,대졸이상,3,0
141301,여,20대,주부,대졸이상,4,4
142101,여,40대,서비스/판매직,대졸이상,6,6
142801,여,50세 이상,서비스/판매직,고졸이하,4,4
142902,여,50세 이상,주부,고졸이하,4,0
143501,여,40대,서비스/판매직,대졸이상,2,6
143902,여,40대,생산직,고졸이하,4,4
144202,여,20대,주부,대졸이상,4,5
141401,여,20대,무직,고졸이하,5,5
189301,여,40대,서비스/판매직,대졸이상,0,4
138201,여,50세 이상,생산직,고졸이하,3,3
136802,여,10대,학생,중/고등학생,0,5
154201,여,40대,주부,고졸이하,3,0
154401,여,50세 이상,무직,고졸이하,6,6
154501,여,50세 이상,주부,고졸이하,6,0
154801,여,50세 이상,주부,대졸이상,3,4
154901,여,40대,주부,대졸이상,3,6
155001,여,30대,주부,대졸이상,6,6
137802,여,30대,서비스/판매직,대졸이상,4,5
155101,여,40대,주부,대졸이상,3,0
155401,여,50세 이상,서비스/판매직,고졸이하,3,0
146203,여,20대,서비스/판매직,대졸이상,6,6
145401,여,40대,서비스/판매직,고졸이하,3,0
156602,여,50세 이상,서비스/판매직,고졸이하,6,4
140904,여,20대,서비스/판매직,대졸이상,7,6
135401,여,40대,서비스/판매직,고졸이하,5,5
155201,여,40대,사무직,대졸이상,6,3
187102,여,20대,학생,대학생/대학원생,0,3
193402,여,50세 이상,주부,고졸이하,6,6
194701,여,30대,주부,대졸이상,2,2
186301,여,30대,사무직,고졸이하,4,0
186501,여,30대,사무직,대졸이상,4,0
181403,여,30대,사무직,고졸이하,5,5
180901,여,50세 이상,서비스/판매직,고졸이하,4,3
186902,여,20대,사무직,대졸이상,3,0
177301,여,50세 이상,생산직,고졸이하,4,4
185901,여,40대,사무직,대졸이상,0,4
174201,여,50세 이상,주부,고졸이하,4,4
174603,여,50세 이상,서비스/판매직,대졸이상,6,6
174703,여,50세 이상,서비스/판매직,대졸이상,5,5
174801,여,30대,주부,대졸이상,3,6
175901,여,50세 이상,서비스/판매직,고졸이하,3,0
176002,여,50세 이상,주부,고졸이하,4,0
177002,여,50세 이상,생산직,고졸이하,0,4
174301,여,40대,주부,대졸이상,6,0
177202,여,40대,생산직,고졸이하,6,3
185803,여,20대,사무직,대졸이상,3,3
185601,여,50세 이상,주부,고졸이하,3,3
181801,여,30대,사무직,대졸이상,6,6
182202,여,30대,주부,대졸이상,3,3
182302,여,30대,사무직,대학생/대학원생,3,6
182303,여,50세 이상,주부,고졸이하,3,3
183002,여,50세 이상,주부,고졸이하,2,2
183201,여,30대,주부,대졸이상,4,4
185801,여,50세 이상,서비스/판매직,고졸이하,4,4
183501,여,30대,주부,고졸이하,3,3
183701,여,30대,주부,대졸이상,3,6
184402,여,20대,무직,고졸이하,6,6
181402,여,50세 이상,생산직,고졸이하,5,5
184701,여,40대,주부,대졸이상,4,4
184903,여,20대,학생,대학생/대학원생,2,2
185201,여,40대,주부,고졸이하,2,2
183602,여,40대,주부,대졸이상,3,3
145201,여,30대,사무직,대졸이상,6,0
177401,여,50세 이상,생산직,고졸이하,4,3
177701,여,40대,서비스/판매직,고졸이하,5,3
197402,여,10대,학생,중/고등학생,0,3
197601,여,50세 이상,서비스/판매직,고졸이하,4,4
197802,여,40대,사무직,대졸이상,5,4
198002,여,50세 이상,서비스/판매직,고졸이하,3,4
193501,여,30대,서비스/판매직,대졸이상,2,0
198202,여,50세 이상,서비스/판매직,고졸이하,3,6
197303,여,40대,서비스/판매직,대졸이상,5,5
198301,여,50세 이상,주부,대졸이상,7,7
198902,여,30대,서비스/판매직,대졸이상,1,6
199001,여,50세 이상,서비스/판매직,대졸이상,3,0
199101,여,50세 이상,주부,고졸이하,3,3
199402,여,40대,주부,대졸이상,3,3
200001,여,30대,주부,고졸이하,3,0
200401,여,40대,서비스/판매직,고졸이하,4,4
198601,여,30대,주부,대졸이상,2,6
180701,여,50세 이상,서비스/판매직,고졸이하,6,6
196801,여,50세 이상,생산직,고졸이하,3,3
195201,여,40대,주부,고졸이하,3,5
177703,여,10대,학생,대학생/대학원생,3,6
177802,여,50세 이상,생산직,고졸이하,4,0
178001,여,40대,생산직,고졸이하,3,0
178002,여,10대,학생,중/고등학생,0,0
178101,여,40대,생산직,고졸이하,0,4
178102,여,10대,학생,중/고등학생,6,6
196701,여,20대,기타,고졸이하,3,3
178803,여,10대,학생,중/고등학생,5,4
186601,여,50세 이상,주부,고졸이하,5,4
187101,여,40대,사무직,대졸이상,0,6
174001,여,50세 이상,주부,고졸이하,3,3
197804,여,20대,학생,대학생/대학원생,6,6
194901,여,30대,주부,대졸이상,4,4
195001,여,50세 이상,서비스/판매직,고졸이하,4,5
180501,여,20대,주부,대졸이상,4,0
265001,여,50세 이상,주부,대졸이상,7,7
155601,여,50세 이상,생산직,고졸이하,3,0
173501,여,40대,주부,대졸이상,5,5
267102,여,30대,무직,대졸이상,5,2
267003,여,30대,사무직,대졸이상,1,5
266901,여,40대,사무직,대졸이상,3,3
266802,여,50세 이상,주부,고졸이하,5,4
266701,여,40대,서비스/판매직,고졸이하,3,3
266501,여,50세 이상,주부,고졸이하,3,5
270302,여,40대,생산직,고졸이하,6,5
233101,여,40대,사무직,대졸이상,0,1
258301,여,30대,사무직,고졸이하,4,0
257901,여,50세 이상,주부,고졸이하,4,0
244601,여,50세 이상,서비스/판매직,고졸이하,6,6
244202,여,20대,사무직,대졸이상,5,4
244103,여,10대,학생,중/고등학생,6,6
243802,여,50세 이상,생산직,고졸이하,0,3
243502,여,30대,주부,대졸이상,4,3
242701,여,50세 이상,주부,대졸이상,3,3
242502,여,50세 이상,생산직,고졸이하,3,3
241903,여,10대,학생,중/고등학생,0,2
234502,여,30대,사무직,대졸이상,6,6
235801,여,30대,주부,대졸이상,6,4
236101,여,40대,사무직,대졸이상,5,2
236401,여,30대,주부,대졸이상,4,0
238801,여,20대,주부,대졸이상,5,0
268302,여,40대,무직,대졸이상,4,4
238901,여,40대,주부,대졸이상,4,0
241101,여,20대,사무직,대졸이상,5,6
241902,여,40대,서비스/판매직,대졸이상,6,0
242003,여,40대,서비스/판매직,대졸이상,4,0
244702,여,30대,사무직,대졸이상,5,0
242202,여,40대,서비스/판매직,고졸이하,0,6
242203,여,10대,학생,대학생/대학원생,0,4
240601,여,40대,주부,대졸이상,4,0
270001,여,30대,서비스/판매직,대졸이상,6,6
270201,여,40대,서비스/판매직,고졸이하,6,6
272604,여,20대,사무직,대졸이상,5,0
262001,여,50세 이상,생산직,고졸이하,3,3
262101,여,50세 이상,주부,고졸이하,4,4
262202,여,40대,서비스/판매직,고졸이하,4,4
262302,여,50세 이상,주부,고졸이하,3,3
262501,여,50세 이상,주부,고졸이하,3,3
263801,여,50세 이상,생산직,고졸이하,2,2
261901,여,50세 이상,주부,고졸이하,3,3
265002,여,20대,학생,대학생/대학원생,6,6
264201,여,50세 이상,서비스/판매직,고졸이하,3,3
264401,여,50세 이상,무직,고졸이하,4,0
264502,여,40대,사무직,대졸이상,3,0
264503,여,10대,학생,중/고등학생,6,6
264504,여,10대,학생,중/고등학생,6,6
264601,여,40대,사무직,고졸이하,4,4
263901,여,50세 이상,주부,대졸이상,6,2
257903,여,40대,사무직,대졸이상,5,5
261601,여,50세 이상,서비스/판매직,고졸이하,4,0
259601,여,10대,학생,중/고등학생,6,6
265501,여,30대,사무직,대졸이상,1,2
273202,여,50세 이상,주부,고졸이하,5,5
274902,여,50세 이상,주부,고졸이하,4,0
275201,여,40대,사무직,고졸이하,0,5
275302,여,30대,무직,대졸이상,6,6
275601,여,50세 이상,주부,대졸이상,4,6
261101,여,40대,서비스/판매직,고졸이하,5,4
275801,여,20대,사무직,대졸이상,6,0
276401,여,40대,주부,대졸이상,0,0
276502,여,30대,사무직,대졸이상,6,6
266001,여,40대,서비스/판매직,고졸이하,0,3
265201,여,30대,서비스/판매직,고졸이하,6,6
259501,여,40대,서비스/판매직,대졸이상,4,4
263401,여,50세 이상,서비스/판매직,고졸이하,3,3
276101,여,20대,무직,대졸이상,5,4
245201,여,30대,주부,대졸이상,2,3
246201,여,40대,주부,대졸이상,3,3
257602,여,10대,무직,고졸이하,6,6
172101,여,20대,사무직,대졸이상,6,6
172102,여,50세 이상,주부,고졸이하,4,2
173001,여,30대,서비스/판매직,대졸이상,5,0
163201,여,30대,주부,고졸이하,3,3
162801,여,30대,주부,대졸이상,3,6
156801,여,50세 이상,서비스/판매직,고졸이하,5,4
172002,여,50세 이상,주부,고졸이하,4,2
160002,여,50세 이상,사무직,고졸이하,3,3
157001,여,20대,학생,대학생/대학원생,6,5
157002,여,40대,생산직,고졸이하,5,5
158303,여,10대,학생,중/고등학생,6,6
159202,여,30대,사무직,고졸이하,7,7
159301,여,30대,사무직,대졸이상,4,0
159501,여,30대,사무직,대졸이상,4,0
156802,여,20대,서비스/판매직,대졸이상,6,6
159601,여,30대,사무직,대졸이상,4,4
168701,여,40대,주부,고졸이하,4,6
167102,여,50세 이상,주부,고졸이하,6,0
166401,여,20대,사무직,대졸이상,6,6
163701,여,30대,주부,대졸이상,6,6
163801,여,40대,주부,대졸이상,5,0
164001,여,10대,학생,대학생/대학원생,6,6
164501,여,50세 이상,생산직,고졸이하,6,6
164601,여,50세 이상,생산직,고졸이하,3,3
168101,여,50세 이상,주부,고졸이하,4,0
165201,여,50세 이상,사무직,고졸이하,3,0
165801,여,30대,주부,고졸이하,7,7
166101,여,30대,주부,대졸이상,3,6
166501,여,40대,주부,고졸이하,6,6
163101,여,50세 이상,사무직,고졸이하,6,3
166601,여,40대,사무직,대졸이상,6,6
166901,여,30대,서비스/판매직,고졸이하,4,0
165402,여,50세 이상,사무직,고졸이하,3,0
156701,여,50세 이상,무직,고졸이하,5,5
159901,여,50세 이상,생산직,고졸이하,4,4
162501,여,30대,주부,대졸이상,4,0
251601,여,30대,서비스/판매직,고졸이하,6,6
252101,여,40대,서비스/판매직,고졸이하,6,5
252902,여,30대,생산직,고졸이하,6,3
253101,여,50세 이상,서비스/판매직,고졸이하,3,4
255101,여,40대,주부,대졸이상,6,6
245701,여,30대,주부,고졸이하,3,3
248101,여,50세 이상,주부,고졸이하,6,6
255201,여,30대,주부,고졸이하,4,4
255801,여,50세 이상,서비스/판매직,고졸이하,4,5
256001,여,50세 이상,서비스/판매직,고졸이하,5,0
256102,여,30대,사무직,대졸이상,3,3
256301,여,30대,주부,대졸이상,6,0
257101,여,30대,주부,고졸이하,3,6
257601,여,40대,사무직,고졸이하,6,6
255501,여,40대,서비스/판매직,고졸이하,5,3
160102,여,50세 이상,사무직,고졸이하,3,0
247902,여,10대,학생,중/고등학생,0,6
246901,여,50세 이상,주부,고졸이하,4,0
160202,여,50세 이상,주부,고졸이하,4,4
160301,여,50세 이상,주부,대졸이상,0,4
160402,여,50세 이상,생산직,고졸이하,4,4
160501,여,40대,주부,대졸이상,3,3
160602,여,10대,학생,중/고등학생,4,4
160701,여,30대,주부,고졸이하,2,2
247801,여,40대,주부,대졸이상,0,3
160801,여,40대,서비스/판매직,고졸이하,6,6
160903,여,20대,학생,대학생/대학원생,5,4
200901,여,50세 이상,서비스/판매직,고졸이하,5,3
201401,여,30대,주부,대졸이상,0,2
277502,여,20대,무직,대졸이상,3,2
254901,여,40대,주부,대졸이상,6,6
246601,여,50세 이상,생산직,고졸이하,5,4
160901,여,40대,주부,고졸이하,4,0
388302,여,50세 이상,주부,고졸이하,3,4
18902,여,20대,사무직,고졸이하,5,6
19101,여,50세 이상,주부,고졸이하,4,0
318002,여,40대,사무직,고졸이하,3,6
318301,여,50세 이상,사무직,고졸이하,3,4
318501,여,20대,서비스/판매직,고졸이하,7,4
318702,여,40대,생산직,고졸이하,3,3
378602,여,30대,주부,대졸이상,3,0
368102,여,50세 이상,서비스/판매직,고졸이하,5,0
335801,여,50세 이상,무직,고졸이하,2,0
318902,여,10대,학생,대학생/대학원생,5,2
319401,여,30대,주부,대졸이상,6,6
378501,여,30대,주부,대졸이상,6,0
319501,여,40대,사무직,고졸이하,0,6
335602,여,50세 이상,생산직,고졸이하,4,0
368402,여,50세 이상,주부,고졸이하,6,0
378201,여,30대,생산직,대졸이상,5,0
320601,여,40대,사무직,고졸이하,4,0
320602,여,20대,사무직,고졸이하,5,0
378102,여,40대,주부,대졸이상,3,0
374601,여,50세 이상,주부,고졸이하,4,4
328601,여,20대,서비스/판매직,대졸이상,6,6
374801,여,40대,사무직,대졸이상,5,6
328503,여,20대,사무직,대졸이상,6,7
325403,여,20대,사무직,대졸이상,5,5
325301,여,30대,주부,대졸이상,6,6
378702,여,40대,주부,대졸이상,3,0
367901,여,40대,생산직,대졸이상,4,3
368901,여,40대,사무직,대졸이상,3,3
368801,여,20대,학생,대학생/대학원생,5,5
378001,여,50세 이상,주부,대졸이상,4,0
335302,여,30대,주부,고졸이하,6,2
368502,여,50세 이상,서비스/판매직,고졸이하,3,3
335401,여,50세 이상,사무직,대졸이상,4,4
370002,여,20대,사무직,대졸이상,5,4
336202,여,50세 이상,주부,대졸이상,4,0
335002,여,30대,사무직,대졸이상,6,3
369001,여,40대,주부,고졸이하,4,4
322801,여,40대,주부,대졸이상,5,5
322701,여,30대,주부,대졸이상,0,5
322601,여,30대,사무직,대졸이상,0,5
322401,여,50세 이상,서비스/판매직,고졸이하,0,5
334802,여,40대,주부,대졸이상,6,6
369002,여,10대,학생,중/고등학생,5,5
334701,여,50세 이상,사무직,고졸이하,2,2
353302,여,20대,학생,대학생/대학원생,6,6
309601,여,40대,사무직,대졸이상,6,3
386401,여,40대,주부,대졸이상,2,0
392303,여,20대,사무직,대졸이상,6,5
348302,여,20대,사무직,대졸이상,6,4
391901,여,20대,사무직,대졸이상,5,5
291701,여,30대,주부,대졸이상,6,6
386302,여,20대,사무직,대졸이상,5,6
371401,여,50세 이상,주부,고졸이하,3,3
377201,여,50세 이상,무직,고졸이하,3,0
377202,여,30대,주부,대졸이상,0,6
334902,여,30대,사무직,대졸이상,3,1
377002,여,40대,사무직,대졸이상,3,0
333801,여,50세 이상,주부,고졸이하,4,5
324102,여,20대,서비스/판매직,대졸이상,6,6
376302,여,40대,사무직,대졸이상,6,6
323901,여,20대,주부,대졸이상,4,3
322803,여,10대,학생,중/고등학생,0,5
334202,여,40대,주부,고졸이하,5,5
376402,여,20대,사무직,대졸이상,4,0
334502,여,50세 이상,주부,고졸이하,2,2
369901,여,50세 이상,주부,고졸이하,3,4
376901,여,50세 이상,주부,고졸이하,3,0
369702,여,50세 이상,사무직,대졸이상,2,3
334602,여,50세 이상,주부,고졸이하,3,3
370001,여,30대,서비스/판매직,대졸이상,5,3
328701,여,40대,서비스/판매직,대졸이상,5,4
374301,여,40대,서비스/판매직,고졸이하,5,5
328802,여,30대,주부,대졸이상,5,5
309503,여,30대,사무직,대졸이상,3,4
336601,여,50세 이상,주부,고졸이하,3,3
367702,여,10대,학생,중/고등학생,4,3
304701,여,50세 이상,서비스/판매직,대졸이상,4,4
333204,여,20대,사무직,대졸이상,6,4
328301,여,40대,주부,대졸이상,3,3
363701,여,30대,무직,대졸이상,5,5
328202,여,20대,무직,대졸이상,3,0
371201,여,20대,서비스/판매직,대졸이상,0,6
327602,여,20대,학생,대학생/대학원생,7,7
332503,여,10대,학생,중/고등학생,6,6
327203,여,20대,서비스/판매직,대졸이상,6,6
374901,여,50세 이상,서비스/판매직,고졸이하,3,3
327002,여,50세 이상,주부,고졸이하,5,0
332501,여,40대,사무직,고졸이하,5,6
332601,여,30대,사무직,대졸이상,2,6
383901,여,40대,사무직,대졸이상,6,0
340602,여,50세 이상,주부,대졸이상,3,3
312002,여,40대,서비스/판매직,고졸이하,4,4
311802,여,20대,무직,대졸이상,5,6
311501,여,40대,주부,대졸이상,0,6
382901,여,40대,주부,대졸이상,4,5
340501,여,50세 이상,주부,대졸이상,3,5
309902,여,50세 이상,주부,고졸이하,3,3
340801,여,40대,주부,대졸이상,5,5
363802,여,20대,사무직,대졸이상,6,6
383102,여,10대,학생,중/고등학생,6,6
363702,여,50세 이상,주부,고졸이하,3,3
309801,여,30대,주부,대졸이상,2,4
383401,여,50세 이상,서비스/판매직,고졸이하,3,3
383801,여,40대,사무직,대졸이상,3,3
309701,여,50세 이상,주부,고졸이하,3,4
309502,여,50세 이상,주부,대졸이상,4,3
348402,여,40대,서비스/판매직,고졸이하,6,6
326901,여,30대,주부,고졸이하,6,6
370502,여,10대,학생,중/고등학생,6,6
330802,여,30대,주부,고졸이하,4,4
372602,여,30대,사무직,대졸이상,3,5
330701,여,50세 이상,무직,고졸이하,3,4
331701,여,40대,사무직,대졸이상,0,4
371702,여,20대,무직,대졸이상,6,6
372902,여,40대,주부,대졸이상,6,6
371901,여,50세 이상,주부,고졸이하,5,5
330101,여,50세 이상,주부,고졸이하,6,5
373102,여,50세 이상,생산직,고졸이하,4,4
373401,여,40대,주부,고졸이하,6,0
328403,여,20대,학생,대학생/대학원생,6,6
329801,여,50세 이상,주부,고졸이하,5,6
329201,여,40대,서비스/판매직,고졸이하,4,4
328901,여,30대,서비스/판매직,대졸이상,5,7
371602,여,50세 이상,주부,고졸이하,3,3
375002,여,50세 이상,주부,고졸이하,3,4
330902,여,50세 이상,주부,고졸이하,4,4
332202,여,50세 이상,생산직,고졸이하,5,5
326401,여,20대,생산직,고졸이하,6,6
370501,여,40대,주부,고졸이하,3,0
375102,여,40대,서비스/판매직,고졸이하,5,4
326201,여,40대,사무직,대졸이상,3,5
333101,여,40대,주부,고졸이하,6,0
326101,여,40대,사무직,대졸이상,0,3
373303,여,10대,학생,중/고등학생,6,4
375401,여,50세 이상,서비스/판매직,고졸이하,7,7
375701,여,30대,주부,대졸이상,3,3
333203,여,20대,사무직,대졸이상,6,5
370402,여,50세 이상,주부,고졸이하,2,4
376002,여,20대,주부,대학생/대학원생,3,0
328401,여,40대,주부,대졸이상,5,4
332401,여,50세 이상,서비스/판매직,대졸이상,4,4
325701,여,30대,생산직,고졸이하,3,3
312102,여,20대,서비스/판매직,대졸이상,0,4
291501,여,30대,주부,고졸이하,3,3
391903,여,40대,서비스/판매직,고졸이하,5,0
297702,여,40대,주부,대졸이상,3,3
297901,여,30대,사무직,대졸이상,3,2
298401,여,30대,주부,고졸이하,6,0
387003,여,10대,학생,중/고등학생,6,7
344601,여,20대,서비스/판매직,대졸이상,6,5
344502,여,30대,주부,대졸이상,3,3
299801,여,20대,주부,고졸이하,5,6
344702,여,30대,사무직,대졸이상,3,4
291902,여,30대,사무직,대졸이상,5,5
295201,여,50세 이상,생산직,고졸이하,0,5
281104,여,10대,학생,중/고등학생,0,6
394602,여,50세 이상,주부,대졸이상,3,0
281501,여,30대,사무직,대졸이상,5,5
352001,여,40대,주부,고졸이하,4,5
281602,여,40대,서비스/판매직,대졸이상,5,5
281604,여,20대,사무직,대졸이상,5,5
281605,여,20대,무직,대졸이상,5,5
283901,여,40대,사무직,대졸이상,5,5
393301,여,40대,주부,고졸이하,6,5
355101,여,40대,주부,대졸이상,3,0
283801,여,40대,서비스/판매직,고졸이하,4,4
355002,여,20대,주부,대졸이상,4,0
283602,여,50세 이상,생산직,고졸이하,3,5
344902,여,10대,학생,중/고등학생,4,5
351001,여,50세 이상,서비스/판매직,고졸이하,6,6
283001,여,30대,주부,대졸이상,2,4
282601,여,40대,서비스/판매직,고졸이하,3,3
354501,여,40대,사무직,대졸이상,5,0
282401,여,50세 이상,생산직,고졸이하,3,0
282201,여,50세 이상,사무직,고졸이하,3,0
394301,여,50세 이상,주부,고졸이하,4,4
351303,여,20대,사무직,고졸이하,5,6
387202,여,50세 이상,서비스/판매직,고졸이하,0,3
387301,여,30대,서비스/판매직,대졸이상,3,0
297602,여,40대,사무직,대졸이상,6,5
343801,여,40대,서비스/판매직,대졸이상,4,4
343901,여,40대,사무직,대졸이상,4,0
300801,여,20대,학생,대학생/대학원생,5,4
386802,여,30대,서비스/판매직,대졸이상,2,4
344102,여,10대,학생,대학생/대학원생,5,3
386901,여,40대,주부,대졸이상,3,0
386701,여,20대,서비스/판매직,고졸이하,5,5
388102,여,20대,사무직,고졸이하,1,5
359702,여,40대,사무직,대졸이상,0,5
388103,여,20대,사무직,대졸이상,6,6
359703,여,10대,학생,중/고등학생,6,5
296202,여,50세 이상,주부,고졸이하,3,3
360101,여,30대,주부,대졸이상,4,4
388202,여,50세 이상,서비스/판매직,고졸이하,0,4
331201,여,40대,사무직,대졸이상,5,3
393202,여,20대,무직,고졸이하,3,3
360902,여,40대,주부,대졸이상,3,0
343703,여,50세 이상,주부,대졸이상,0,2
387501,여,50세 이상,사무직,대졸이상,5,0
296401,여,50세 이상,서비스/판매직,고졸이하,5,6
387601,여,50세 이상,서비스/판매직,고졸이하,2,2
360201,여,30대,주부,고졸이하,3,0
388101,여,50세 이상,사무직,고졸이하,5,0
299601,여,20대,학생,대학생/대학원생,5,3
302302,여,40대,주부,고졸이하,3,2
299901,여,40대,사무직,대졸이상,5,5
387001,여,40대,주부,대졸이상,3,0
386501,여,40대,주부,고졸이하,2,0
304001,여,30대,사무직,대졸이상,3,4
386601,여,40대,서비스/판매직,대졸이상,6,3
361002,여,10대,서비스/판매직,고졸이하,4,3
302901,여,50세 이상,서비스/판매직,고졸이하,6,6
296302,여,50세 이상,서비스/판매직,고졸이하,3,3
282801,여,30대,주부,대졸이상,6,6
393201,여,50세 이상,주부,고졸이하,5,4
281103,여,10대,학생,중/고등학생,7,6
357002,여,10대,학생,중/고등학생,6,5
388504,여,20대,사무직,고졸이하,3,0
295102,여,30대,주부,고졸이하,3,0
346803,여,20대,사무직,대졸이상,3,3
358701,여,50세 이상,사무직,대졸이상,0,4
295001,여,40대,사무직,고졸이하,6,0
284101,여,40대,주부,대졸이상,2,3
294702,여,40대,주부,대졸이상,5,3
347401,여,50세 이상,서비스/판매직,고졸이하,4,0
294502,여,40대,생산직,고졸이하,3,0
388801,여,50세 이상,서비스/판매직,고졸이하,6,6
347502,여,50세 이상,주부,대졸이상,5,4
391701,여,50세 이상,주부,고졸이하,3,0
356901,여,50세 이상,주부,고졸이하,2,3
347201,여,40대,서비스/판매직,고졸이하,6,6
390501,여,50세 이상,생산직,고졸이하,3,3
361602,여,50세 이상,주부,고졸이하,3,3
348902,여,40대,서비스/판매직,대졸이상,3,6
348502,여,50세 이상,주부,고졸이하,4,6
348602,여,30대,생산직,고졸이하,3,4
291001,여,40대,서비스/판매직,고졸이하,4,4
290101,여,30대,서비스/판매직,고졸이하,5,0
391801,여,30대,사무직,대졸이상,6,3
392304,여,10대,학생,중/고등학생,6,3
291901,여,50세 이상,주부,대졸이상,3,4
289902,여,30대,서비스/판매직,대졸이상,0,5
286703,여,10대,학생,대학생/대학원생,5,4
348702,여,20대,학생,대학생/대학원생,3,6
392601,여,20대,사무직,대졸이상,6,6
285401,여,40대,주부,대졸이상,2,4
285301,여,40대,주부,대졸이상,6,6
355801,여,50세 이상,서비스/판매직,고졸이하,5,5
287803,여,10대,학생,중/고등학생,4,3
291301,여,30대,사무직,대졸이상,0,4
293901,여,50세 이상,주부,대졸이상,5,5
292201,여,50세 이상,주부,고졸이하,4,0
395102,여,10대,학생,중/고등학생,6,6
395201,여,50세 이상,사무직,고졸이하,6,0
281101,여,40대,주부,대졸이상,4,4
395301,여,30대,사무직,고졸이하,3,4
352302,여,20대,무직,대학생/대학원생,7,7
280301,여,40대,사무직,대졸이상,5,5
280402,여,50세 이상,무직,대졸이상,3,3
353801,여,30대,사무직,고졸이하,5,4
279401,여,40대,서비스/판매직,대졸이상,6,4
395801,여,10대,학생,중/고등학생,7,6
279303,여,10대,학생,중/고등학생,5,5
